"Full_Name";"Locality_Siege";"CountryCode";"Continent";"Region";"Y";"X";"Pop_collect";"Statut";"Entity";"Year_of_Joining";"Note";"Network_Name";"Code_Network";"EntitySimplified";"CountryName";"MembershipCode";"Adress";"lon";"lat"
"Navelli";"Navelli";"IT";"Europe";"Southern Europe";NA;NA;548;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13075";"Navelli, Italy";13,7284432;42,2359938
"Helesteni";"Helesteni";"RO";"Europe";"Eastern Europe";NA;NA;2786;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A13076";"Helesteni, Romania";26,8792392;47,2005633
"Movileni";"Movileni";"RO";"Europe";"Eastern Europe";NA;NA;3215;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A13077";"Movileni, Romania";27,37342;45,7663168
"Avezzano";"Avezzano";"IT";"Europe";"Southern Europe";NA;NA;41239;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13078";"Avezzano, Italy";13,4255637;42,0281396
"Cagnano Amiterno";"Cagnano Amiterno";"IT";"Europe";"Southern Europe";NA;NA;1439;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13079";"Cagnano Amiterno, Italy";13,2086442;42,4572301
"Yecla";"Yecla";"ES";"Europe";"Southern Europe";NA;NA;34945;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A13080";"Yecla, Spain";-1,110112;38,6122134
"Foggia";"Foggia";"IT";"Europe";"Southern Europe";NA;NA;152549;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13081";"Foggia, Italy";15,5446302;41,4621984
"Terrazzo";"Terrazzo";"IT";"Europe";"Southern Europe";NA;NA;2255;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13082";"Terrazzo, Italy";11,3892652;45,1729476
"Castellafiume";"Castellafiume";"IT";"Europe";"Southern Europe";NA;NA;1099;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13083";"Castellafiume, Italy";13,3328196;41,98861
"Province of L'Aquila";"Province of L'Aquila";"IT";"Europe";"Southern Europe";NA;NA;309264;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13084";"Province of L'Aquila, Italy";13,6362715;42,1256317
"Rocca Pia";"Rocca Pia";"IT";"Europe";"Southern Europe";NA;NA;178;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13085";"Rocca Pia, Italy";13,9773536;41,9348589
"Opi";"Opi";"IT";"Europe";"Southern Europe";NA;NA;469;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13086";"Opi, Italy";13,8564085;41,7775717
"Prisacani";"Prisacani";"RO";"Europe";"Eastern Europe";NA;NA;3530;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A13087";"Prisacani, Romania";27,8803166;47,064259
"Targu Frumos";"Targu Frumos";"RO";"Europe";"Eastern Europe";NA;NA;13573;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A13088";"Targu Frumos, Romania";27,0083561;47,2085397
"Prezza";"Prezza";"IT";"Europe";"Southern Europe";NA;NA;997;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13089";"Prezza, Italy";13,8334959;42,0570546
"Tibanesti";"Tibanesti";"RO";"Europe";"Eastern Europe";NA;NA;8023;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A13090";"Tibanesti, Romania";27,3380993;46,9078742
"Andrieseni";"Andrieseni";"RO";"Europe";"Eastern Europe";NA;NA;4420;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A13091";"Andrieseni, Romania";27,2856958;47,5279496
"Almè";"Almè";"IT";"Europe";"Southern Europe";NA;NA;5631;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13092";"Almè, Italy";9,6124951;45,7397649
"Tirano";"Tirano";"IT";"Europe";"Southern Europe";NA;NA;9070;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13093";"Tirano, Italy";10,1860151;46,2063314
"Giove";"Giove";"IT";"Europe";"Southern Europe";NA;NA;1943;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13094";"Giove, Italy";12,3342553;42,5106975
"Adjud";"Adjud";"RO";"Europe";"Eastern Europe";NA;NA;17585;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A13095";"Adjud, Romania";27,1821895;46,0961957
"Rachiteni";"Rachiteni";"RO";"Europe";"Eastern Europe";NA;NA;3256;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A13096";"Rachiteni, Romania";26,914993;47,0526266
"Tornimparte";"Tornimparte";"IT";"Europe";"Southern Europe";NA;NA;3042;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13097";"Tornimparte, Italy";13,2778918;42,2943642
"Villalago";"Villalago";"IT";"Europe";"Southern Europe";NA;NA;613;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13098";"Villalago, Italy";13,8359019;41,9359351
"Vittorito";"Vittorito";"IT";"Europe";"Southern Europe";NA;NA;916;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13099";"Vittorito, Italy";13,8181093;42,1267808
"Ciohorani";"Ciohorani";"RO";"Europe";"Eastern Europe";NA;NA;1938;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A13100";"Ciohorani, Romania";26,683203;47,138495
"Gagliano Aterno";"Gagliano Aterno";"IT";"Europe";"Southern Europe";NA;NA;251;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13101";"Gagliano Aterno, Italy";13,702493;42,1257947
"Villetta Barrea";"Villetta Barrea";"IT";"Europe";"Southern Europe";NA;NA;677;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13102";"Villetta Barrea, Italy";13,9387887;41,7764691
"Acciano";"Acciano";"IT";"Europe";"Southern Europe";NA;NA;339;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13103";"Acciano, Italy";13,7168182;42,1754083
"Cocullo";"Cocullo";"IT";"Europe";"Southern Europe";NA;NA;246;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13104";"Cocullo, Italy";13,7750784;42,0319914
"Pian Camuno";"Pian Camuno";"IT";"Europe";"Southern Europe";NA;NA;4448;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13105";"Pian Camuno, Italy";10,1504402;45,8442967
"Pereto";"Pereto";"IT";"Europe";"Southern Europe";NA;NA;721;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13106";"Pereto, Italy";13,1045186;42,0560413
"Raiano";"Raiano";"IT";"Europe";"Southern Europe";NA;NA;2810;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13107";"Raiano, Italy";13,813017;42,1028572
"Rocca di Cambio";"Rocca di Cambio";"IT";"Europe";"Southern Europe";NA;NA;495;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13108";"Rocca di Cambio, Italy";13,4627375;42,2143517
"Roccacasale";"Roccacasale";"IT";"Europe";"Southern Europe";NA;NA;712;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13109";"Roccacasale, Italy";13,8882963;42,1233099
"Manopello";"Manopello";"IT";"Europe";"Southern Europe";NA;NA;6952;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13110";"Manopello, Italy";14,0612131;42,2576173
"Lorca";"Lorca";"ES";"Europe";"Southern Europe";NA;NA;92865;"20202030ADAPT";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A13111";"Lorca, Spain";-1,6968357;37,6735925
"Lesina";"Lesina";"IT";"Europe";"Southern Europe";NA;NA;6424;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13112";"Lesina, Italy";15,3531516;41,8627993
"Manoppello";"Manoppello";"IT";"Europe";"Southern Europe";NA;NA;7049;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13113";"Manoppello, Italy";14,0612131;42,2576173
"Balsorano";"Balsorano";"IT";"Europe";"Southern Europe";NA;NA;3617;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13114";"Balsorano, Italy";13,5784012;41,7917551
"Collarmele";"Collarmele";"IT";"Europe";"Southern Europe";NA;NA;932;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13115";"Collarmele, Italy";13,6283804;42,0640344
"Rocca di Mezzo";"Rocca di Mezzo";"IT";"Europe";"Southern Europe";NA;NA;1499;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13116";"Rocca di Mezzo, Italy";13,5205565;42,197752
"Romanesti";"Romanesti";"RO";"Europe";"Eastern Europe";NA;NA;2025;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A13117";"Romanesti, Romania";27,3390244;47,2686098
"Bellinzago Lombardo";"Bellinzago Lombardo";"IT";"Europe";"Southern Europe";NA;NA;3855;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13118";"Bellinzago Lombardo, Italy";9,4470619;45,5366822
"Aradeo";"Aradeo";"IT";"Europe";"Southern Europe";NA;NA;9827;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13119";"Aradeo, Italy";18,1308772;40,1300546
"Sant'Eusanio Forconese";"Sant'Eusanio Forconese";"IT";"Europe";"Southern Europe";NA;NA;410;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13120";"Sant'Eusanio Forconese, Italy";13,5244508;42,2878306
"Ojós";"Ojós";"ES";"Europe";"Southern Europe";NA;NA;562;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A13121";"Ojós, Spain";-1,3424046;38,147681
"Villa Sant'Angelo";"Villa Sant'Angelo";"IT";"Europe";"Southern Europe";NA;NA;429;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13122";"Villa Sant'Angelo, Italy";13,5379072;42,268355
"Ocre";"Ocre";"IT";"Europe";"Southern Europe";NA;NA;1133;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13123";"Ocre, Italy";13,4741662;42,2849815
"Damienesti";"Damienesti";"RO";"Europe";"Eastern Europe";NA;NA;2021;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A13124";"Damienesti, Romania";26,9941937;46,7376775
"Larissa";"Larissa";"GR";"Europe";"Southern Europe";NA;NA;162591;"20202030ADAPT";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Greece";"A13125";"Larissa, Greece";22,4191254;39,6390224
"Provaglio d'Iseo";"Provaglio d'Iseo";"IT";"Europe";"Southern Europe";NA;NA;7137;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13126";"Provaglio d'Iseo, Italy";10,0463434;45,6341322
"Cozmeşti";"Cozmeşti";"RO";"Europe";"Eastern Europe";NA;NA;3023;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A13127";"Cozmeşti, Romania";27,9921939;46,8743422
"Pescina";"Pescina";"IT";"Europe";"Southern Europe";NA;NA;4212;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13128";"Pescina, Italy";13,6505082;42,0253997
"Bijelo Polje";"Bijelo Polje";"ME";"Europe";"Southern Europe";NA;NA;57124;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Montenegro";"A13129";"Bijelo Polje, Montenegro";19,7561911;43,0369422
"Guarda";"Guarda";"PT";"Europe";"Southern Europe";NA;NA;44149;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Portugal";"A13130";"Guarda, Portugal";-7,2221421;40,5308408
"Iseo";"Iseo";"IT";"Europe";"Southern Europe";NA;NA;9094;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13131";"Iseo, Italy";10,0670398;45,721871
"Trepuzzi";"Trepuzzi";"IT";"Europe";"Southern Europe";NA;NA;14688;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13132";"Trepuzzi, Italy";18,0715923;40,4043909
"Elefsina";"Elefsina";"GR";"Europe";"Southern Europe";NA;NA;30000;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Greece";"A13133";"Elefsina, Greece";23,5418125;38,0412749
"Melgaço";"Melgaço";"PT";"Europe";"Southern Europe";NA;NA;9304;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Portugal";"A13134";"Melgaço, Portugal";-8,2579742;42,1144544
"Anversa degli Abruzzi";"Anversa degli Abruzzi";"IT";"Europe";"Southern Europe";NA;NA;368;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13135";"Anversa degli Abruzzi, Italy";13,8040788;41,995886
"Caporciano";"Caporciano";"IT";"Europe";"Southern Europe";NA;NA;230;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13136";"Caporciano, Italy";13,677404;42,2485397
"Vila Nova de Cerveira";"Vila Nova de Cerveira";"PT";"Europe";"Southern Europe";NA;NA;9158;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Portugal";"A13137";"Vila Nova de Cerveira, Portugal";-8,7408025;41,9428454
"Hangu";"Hangu";"RO";"Europe";"Eastern Europe";NA;NA;3852;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A13138";"Hangu, Romania";26,0412763;47,0764347
"Iași";"Iași";"RO";"Europe";"Eastern Europe";NA;NA;335585;"20202030ADAPT";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A13139";"Iași, Romania";27,6014418;47,1584549
"Moinești";"Moinești";"RO";"Europe";"Eastern Europe";NA;NA;21500;"20202030ADAPT";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A13140";"Moinești, Romania";26,4884629;46,4697857
"Ipatele";"Ipatele";"RO";"Europe";"Eastern Europe";NA;NA;2100;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A13141";"Ipatele, Romania";27,4329414;46,9173813
"Dosrius";"Dosrius";"ES";"Europe";"Southern Europe";NA;NA;5123;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A13142";"Dosrius, Spain";2,4307539;41,6055074
"Poggio Picenze";"Poggio Picenze";"IT";"Europe";"Southern Europe";NA;NA;1097;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13143";"Poggio Picenze, Italy";13,5420779;42,3221785
"Algaida";"Algaida";"ES";"Europe";"Southern Europe";NA;NA;5367;"20202030ADAPT";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A13144";"Algaida, Spain";2,8918657;39,5601816
"Esporles";"Esporles";"ES";"Europe";"Southern Europe";NA;NA;4915;"20202030ADAPT";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A13145";"Esporles, Spain";2,579555;39,6657184
"Beniel";"Beniel";"ES";"Europe";"Southern Europe";NA;NA;11027;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A13146";"Beniel, Spain";-1,0018665;38,0463092
"Kastav";"Kastav";"HR";"Europe";"Southern Europe";NA;NA;10472;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Croatia";"A13147";"Kastav, Croatia";14,3504236;45,3715797
"Águilas";"Águilas";"ES";"Europe";"Southern Europe";NA;NA;35262;"20202030ADAPT";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A13148";"Águilas, Spain";-1,5826055;37,4119365
"Ceutí";"Ceutí";"ES";"Europe";"Southern Europe";NA;NA;10881;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A13149";"Ceutí, Spain";-1,272254;38,0800864
"Santomera";"Santomera";"ES";"Europe";"Southern Europe";NA;NA;15481;"2020ADAPT";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A13150";"Santomera, Spain";-1,0470905;38,0601529
"Hajdúszoboszló";"Hajdúszoboszló";"HU";"Europe";"Eastern Europe";NA;NA;23764;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Hungary";"A13151";"Hajdúszoboszló, Hungary";21,3965516;47,4435369
"Campo di Giove";"Campo di Giove";"IT";"Europe";"Southern Europe";NA;NA;859;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13152";"Campo di Giove, Italy";14,0479077;42,0077338
"Priola";"Priola";"IT";"Europe";"Southern Europe";NA;NA;723;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13153";"Priola, Italy";8,0356087;44,2581667
"Gdynia";"Gdynia";"PL";"Europe";"Eastern Europe";NA;NA;247428;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Poland";"A13154";"Gdynia, Poland";18,5305409;54,5188898
"Montale";"Montale";"IT";"Europe";"Southern Europe";NA;NA;10774;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13155";"Montale, Italy";11,017563;43,9347424
"Angiari";"Angiari";"IT";"Europe";"Southern Europe";NA;NA;2204;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13156";"Angiari, Italy";11,283351;45,2179264
"Aggregazione Villanova Mondovì";"Aggregazione Villanova Mondovì";"IT";"Europe";"Southern Europe";NA;NA;10206;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13157";"Aggregazione Villanova Mondovì, Italy";7,7674773;44,3485142
"Sant Llorenç des Cardassar";"Sant Llorenç des Cardassar";"ES";"Europe";"Southern Europe";NA;NA;26496;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A13158";"Sant Llorenç des Cardassar, Spain";3,2854006;39,6113236
"Amaroussion";"Amaroussion";"GR";"Europe";"Southern Europe";NA;NA;72480;"20202030ADAPT";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Greece";"A13159";"Amaroussion, Greece";23,807655;38,0549562
"Villanova Mondovì";"Villanova Mondovì";"IT";"Europe";"Southern Europe";NA;NA;0;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13160";"Villanova Mondovì, Italy";7,7674773;44,3485142
"Binissalem";"Binissalem";"ES";"Europe";"Southern Europe";NA;NA;7379;"20202030ADAPT";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A13161";"Binissalem, Spain";2,8439975;39,688035
"Mellieha";"Mellieha";"MT";"Europe";"Southern Europe";NA;NA;7221;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Malta";"A13162";"Mellieha, Malta";14,3500975;35,9523529
"Decimoputzu";"Decimoputzu";"IT";"Europe";"Southern Europe";NA;NA;4300;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13163";"Decimoputzu, Italy";8,8914256;39,3427645
"Salamina";"Salamina";"GR";"Europe";"Southern Europe";NA;NA;38000;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Greece";"A13164";"Salamina, Greece";23,5133267;37,9290786
"Frascati";"Frascati";"IT";"Europe";"Southern Europe";NA;NA;20931;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13165";"Frascati, Italy";12,6761041;41,8085208
"Scobinti";"Scobinti";"RO";"Europe";"Eastern Europe";NA;NA;7765;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A13166";"Scobinti, Romania";26,9063662;47,3922266
"Quistello";"Quistello";"IT";"Europe";"Southern Europe";NA;NA;5856;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13167";"Quistello, Italy";10,9804831;45,0092028
"Vescovato";"Vescovato";"IT";"Europe";"Southern Europe";NA;NA;4048;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13168";"Vescovato, Italy";10,1670662;45,1789477
"Ceplenita";"Ceplenita";"RO";"Europe";"Eastern Europe";NA;NA;5005;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A13169";"Ceplenita, Romania";26,9882214;47,3846676
"Melegnano";"Melegnano";"IT";"Europe";"Southern Europe";NA;NA;17260;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13170";"Melegnano, Italy";9,321463;45,3563017
"Montereale";"Montereale";"IT";"Europe";"Southern Europe";NA;NA;2768;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13171";"Montereale, Italy";13,2317225;42,5317361
"Sovicille";"Sovicille";"IT";"Europe";"Southern Europe";NA;NA;10070;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13172";"Sovicille, Italy";11,2297105;43,2569076
"Fratautii Noi";"Fratautii Noi";"RO";"Europe";"Eastern Europe";NA;NA;5610;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A13173";"Fratautii Noi, Romania";25,8434743;47,9424684
"Vransko";"Vransko";"SI";"Europe";"Southern Europe";NA;NA;2457;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Slovenia";"A13174";"Vransko, Slovenia";14,9511982;46,2444682
"Pescosansonesco";"Pescosansonesco";"IT";"Europe";"Southern Europe";NA;NA;527;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13175";"Pescosansonesco, Italy";13,8564085;42,2442432
"Voitinel";"Voitinel";"RO";"Europe";"Eastern Europe";NA;NA;4200;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A13176";"Voitinel, Romania";25,7548715;47,8817823
"Galanesti";"Galanesti";"RO";"Europe";"Eastern Europe";NA;NA;2750;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A13177";"Galanesti, Romania";25,8;47,916667
"Monção";"Monção";"PT";"Europe";"Southern Europe";NA;NA;18740;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Portugal";"A13178";"Monção, Portugal";-8,4819441;42,0771855
"Leporano";"Leporano";"IT";"Europe";"Southern Europe";NA;NA;7873;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13179";"Leporano, Italy";17,3198424;40,3794055
"Cepagatti";"Cepagatti";"IT";"Europe";"Southern Europe";NA;NA;10536;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13180";"Cepagatti, Italy";14,0723139;42,3656641
"Pescara";"Pescara";"IT";"Europe";"Southern Europe";NA;NA;123007;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13181";"Pescara, Italy";14,2160898;42,4617902
"Tresigallo";"Tresigallo";"IT";"Europe";"Southern Europe";NA;NA;4617;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13182";"Tresigallo, Italy";11,8971199;44,8176713
"Paderno Franciacorta";"Paderno Franciacorta";"IT";"Europe";"Southern Europe";NA;NA;3752;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13183";"Paderno Franciacorta, Italy";10,0795033;45,5883797
"Potenza";"Potenza";"IT";"Europe";"Southern Europe";NA;NA;69060;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13184";"Potenza, Italy";15,8056041;40,6404067
"Alguazas";"Alguazas";"ES";"Europe";"Southern Europe";NA;NA;9146;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A13185";"Alguazas, Spain";-1,2493976;38,0525656
"Eskişehir";"Eskişehir";"TR";"Asia";"Western Asia";NA;NA;482793;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Turkey";"A13186";"Eskişehir, Turkey";30,5256311;39,7667061
"Barsanesti";"Barsanesti";"RO";"Europe";"Eastern Europe";NA;NA;5105;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A13187";"Barsanesti, Romania";26,7078961;46,3330631
"Évora";"Évora";"PT";"Europe";"Southern Europe";NA;NA;57791;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Portugal";"A13188";"Évora, Portugal";-7,913502;38,571431
"Castegnato";"Castegnato";"IT";"Europe";"Southern Europe";NA;NA;7987;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13189";"Castegnato, Italy";10,1152705;45,5635713
"Brosteni";"Brosteni";"RO";"Europe";"Eastern Europe";NA;NA;6795;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A13190";"Brosteni, Romania";25,6976665;47,2403368
"Pregnana Milanese";"Pregnana Milanese";"IT";"Europe";"Southern Europe";NA;NA;6946;"2020";"City";"2011";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A13191";"Pregnana Milanese, Italy";9,0129907;45,5182804
