"Full_Name";"Locality_Siege";"CountryCode";"Continent";"Region";"Y";"X";"Pop_collect";"Statut";"Entity";"Year_of_Joining";"Note";"Network_Name";"Code_Network";"EntitySimplified";"CountryName";"MembershipCode";"Adress";"lon";"lat"
"Rhein-Erft-Kreis";"Bergheim";"DE";"Europe";"Western Europe";NA;NA;465578;NA;"District";"1997";NA;"Climate Alliance";"03241";"City";"Germany";"A3960";"Bergheim, Germany";6,6555022;50,9451945
"Kreis Mettmann";"Mettmann";"DE";"Europe";"Western Europe";NA;NA;484770;NA;"District";"1997";NA;"Climate Alliance";"03241";"City";"Germany";"A3961";"Mettmann, Germany";6,9740265;51,2506663
"Kreis Recklinghausen";"Recklinghausen";"DE";"Europe";"Western Europe";NA;NA;625523;NA;"District";"2001";NA;"Climate Alliance";"03241";"City";"Germany";"A3962";"Recklinghausen, Germany";7,1979453;51,6140649
"Region Hannover";"Hannover";"DE";"Europe";"Western Europe";NA;NA;1174561;NA;"District";"1999";NA;"Climate Alliance";"03241";"City";"Germany";"A3963";"Hannover, Germany";9,7320104;52,3758916
"Hörsching";"Hörsching";"AT";"Europe";"Western Europe";NA;NA;NA;NA;"Municipality";"2019";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3964";"Hörsching, Austria";14,176168;48,2269805
"Oberhofen am Irrsee";"Oberhofen am Irrsee";"AT";"Europe";"Western Europe";NA;NA;NA;NA;"Municipality";"2019";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3965";"Oberhofen am Irrsee, Austria";13,3064924;47,9542257
"Ried im Oberinntal";"Ried im Oberinntal";"AT";"Europe";"Western Europe";NA;NA;NA;NA;"Municipality";"2019";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3966";"Ried im Oberinntal, Austria";10,6504741;47,056351
"Telfes im Stubai";"Telfes im Stubai";"AT";"Europe";"Western Europe";NA;NA;NA;NA;"Municipality";"2019";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3967";"Telfes im Stubai, Austria";11,35881;47,16391
"Tulbing";"Tulbing";"AT";"Europe";"Western Europe";NA;NA;NA;NA;"Municipality";"2018";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3968";"Tulbing, Austria";16,1202546;48,2933523
"Allhaming";"Allhaming";"AT";"Europe";"Western Europe";NA;NA;NA;NA;"Municipality";"2005";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3969";"Allhaming, Austria";14,1698692;48,1527076
"Dorf an der Pram";"Dorf an der Pram";"AT";"Europe";"Western Europe";NA;NA;NA;NA;"Municipality";"2006";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3970";"Dorf an der Pram, Austria";13,6286296;48,2789178
"Helfenberg";"Helfenberg";"AT";"Europe";"Western Europe";NA;NA;NA;NA;"Municipality";"2008";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3971";"Helfenberg, Austria";14,14302;48,54344
"St. Johann am Wimberg";"St. Johann am Wimberg";"AT";"Europe";"Western Europe";NA;NA;NA;NA;"Municipality";"2008";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3972";"St. Johann am Wimberg, Austria";14,1304724;48,4877222
"Tannheim";"Tannheim";"AT";"Europe";"Western Europe";NA;NA;NA;NA;"Municipality";"2007";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3973";"Tannheim, Austria";10,5161374;47,4998135
"Edlitz";"Edlitz";"AT";"Europe";"Western Europe";NA;NA;1002;NA;"Municipality";"2002";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3974";"Edlitz, Austria";16,1410769;47,5979635
"Glödnitz";"Glödnitz";"AT";"Europe";"Western Europe";NA;NA;1004;NA;"Municipality";"2003";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3975";"Glödnitz, Austria";14,1185501;46,874154
"St. Jakob in Defereggen";"St. Jakob in Defereggen";"AT";"Europe";"Western Europe";NA;NA;1008;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3976";"St. Jakob in Defereggen, Austria";12,3248388;46,9155947
"Schleedorf";"Schleedorf";"AT";"Europe";"Western Europe";NA;NA;1015;NA;"Municipality";"2012";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3977";"Schleedorf, Austria";13,1514807;47,9552476
"Niederkappel";"Niederkappel";"AT";"Europe";"Western Europe";NA;NA;1016;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3978";"Niederkappel, Austria";13,8817009;48,4646942
"Nöchling";"Nöchling";"AT";"Europe";"Western Europe";NA;NA;1019;NA;"Municipality";"2009";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3979";"Nöchling, Austria";14,9824102;48,2235596
"Stetteldorf am Wagram";"Stetteldorf am Wagram";"AT";"Europe";"Western Europe";NA;NA;1021;NA;"Municipality";"2001";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3980";"Stetteldorf am Wagram, Austria";16,0183797;48,4082945
"Truden/Trodena";"Truden/Trodena";"IT";"Europe";"Southern Europe";NA;NA;1022;NA;"Municipality";"1993";NA;"Climate Alliance";"03241";"Municipality";"Italy";"A3981";"Truden/Trodena, Italy";11,3497294;46,3225383
"Ludweis-Aigen";"Ludweis-Aigen";"AT";"Europe";"Western Europe";NA;NA;1023;NA;"Municipality";"2005";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3982";"Ludweis-Aigen, Austria";15,49115;48,76965
"Güttenbach";"Güttenbach";"AT";"Europe";"Western Europe";NA;NA;1026;NA;"Municipality";"2003";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3983";"Güttenbach, Austria";16,2909322;47,1553769
"Mallnitz";"Mallnitz";"AT";"Europe";"Western Europe";NA;NA;1027;NA;"Municipality";"2001";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3984";"Mallnitz, Austria";13,1690012;46,9887887
"Langenegg";"Langenegg";"AT";"Europe";"Western Europe";NA;NA;1028;NA;"Municipality";"1997";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3985";"Langenegg, Austria";9,8955575;47,4688105
"Seefeld-Kadolz";"Seefeld-Kadolz";"AT";"Europe";"Western Europe";NA;NA;1037;NA;"Municipality";"2000";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3986";"Seefeld-Kadolz, Austria";16,17507;48,71755
"Andrian/Andriano";"Andrian/Andriano";"IT";"Europe";"Southern Europe";NA;NA;1037;NA;"Municipality";"1993";NA;"Climate Alliance";"03241";"Municipality";"Italy";"A3987";"Andrian/Andriano, Italy";11,2336867;46,518955
"Retzbach";"Retzbach";"AT";"Europe";"Western Europe";NA;NA;1038;NA;"Municipality";"2001";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3988";"Retzbach, Austria";15,9922634;48,7728184
"Engelhartszell";"Engelhartszell";"AT";"Europe";"Western Europe";NA;NA;1041;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3989";"Engelhartszell, Austria";13,7320782;48,5070212
"Hollenthon";"Hollenthon";"AT";"Europe";"Western Europe";NA;NA;1048;NA;"Municipality";"2001";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3990";"Hollenthon, Austria";16,2594457;47,5894102
"Kaumberg";"Kaumberg";"AT";"Europe";"Western Europe";NA;NA;1049;NA;"Municipality";"2007";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3991";"Kaumberg, Austria";15,8965983;48,0226926
"St. Michael im Burgenland";"St. Michael im Burgenland";"AT";"Europe";"Western Europe";NA;NA;1051;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3992";"St. Michael im Burgenland, Austria";16,2704185;47,128766
"Weitersfelden";"Weitersfelden";"AT";"Europe";"Western Europe";NA;NA;1070;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3993";"Weitersfelden, Austria";14,7267341;48,4770093
"Lichtenegg";"Lichtenegg";"AT";"Europe";"Western Europe";NA;NA;1078;NA;"Municipality";"2000";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3994";"Lichtenegg, Austria";16,2034881;47,5898377
"Bad Traunstein";"Bad Traunstein";"AT";"Europe";"Western Europe";NA;NA;1089;NA;"Municipality";"2009";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3995";"Bad Traunstein, Austria";15,117603;48,4396107
"Leopoldschlag";"Leopoldschlag";"AT";"Europe";"Western Europe";NA;NA;1090;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3996";"Leopoldschlag, Austria";14,5025955;48,6157371
"Schönberg im Stubaital";"Schönberg im Stubaital";"AT";"Europe";"Western Europe";NA;NA;1091;NA;"Municipality";"2018";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3997";"Schönberg im Stubaital, Austria";11,4034;47,186
"Leitzersdorf";"Leitzersdorf";"AT";"Europe";"Western Europe";NA;NA;1098;NA;"Municipality";"2000";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3998";"Leitzersdorf, Austria";16,2454104;48,4198025
"Albrechtsberg";"Albrechtsberg";"AT";"Europe";"Western Europe";NA;NA;1100;NA;"Municipality";"2000";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A3999";"Albrechtsberg, Austria";15,3670608;48,4620038
"Allerheiligen im Mühlkreis";"Allerheiligen im Mühlkreis";"AT";"Europe";"Western Europe";NA;NA;1100;NA;"Municipality";"2007";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4000";"Allerheiligen im Mühlkreis, Austria";14,6508548;48,3020409
"Dimbach";"Dimbach";"AT";"Europe";"Western Europe";NA;NA;1100;NA;"Municipality";"2007";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4001";"Dimbach, Austria";14,90794;48,3059518
"Hinterstoder";"Hinterstoder";"AT";"Europe";"Western Europe";NA;NA;1100;NA;"Municipality";"2003";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4002";"Hinterstoder, Austria";14,1563946;47,6999703
"Lermoos";"Lermoos";"AT";"Europe";"Western Europe";NA;NA;1100;NA;"Municipality";"2008";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4003";"Lermoos, Austria";10,88131;47,4017
"Rechberg";"Rechberg";"AT";"Europe";"Western Europe";NA;NA;1100;NA;"Municipality";"2006";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4004";"Rechberg, Austria";14,71201;48,32086
"St. Veit im Mühlkreis";"St. Veit im Mühlkreis";"AT";"Europe";"Western Europe";NA;NA;1100;NA;"Municipality";"2008";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4005";"St. Veit im Mühlkreis, Austria";14,1633584;48,468056
"Steegen";"Steegen";"AT";"Europe";"Western Europe";NA;NA;1100;NA;"Municipality";"2009";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4006";"Steegen, Austria";13,7635499;48,3389441
"Raxendorf";"Raxendorf";"AT";"Europe";"Western Europe";NA;NA;1101;NA;"Municipality";"2008";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4007";"Raxendorf, Austria";15,2750961;48,3407009
"Reith bei Seefeld";"Reith bei Seefeld";"AT";"Europe";"Western Europe";NA;NA;1109;NA;"Municipality";"2009";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4008";"Reith bei Seefeld, Austria";11,2039498;47,2988374
"Innerschwand am Mondsee";"Innerschwand am Mondsee";"AT";"Europe";"Western Europe";NA;NA;1116;NA;"Municipality";"2013";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4009";"Innerschwand am Mondsee, Austria";13,4027477;47,8364993
"Albeck";"Albeck";"AT";"Europe";"Western Europe";NA;NA;1118;NA;"Municipality";"1998";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4010";"Albeck, Austria";14,0101396;46,8323594
"Fiavé";"Fiavé";"IT";"Europe";"Southern Europe";NA;NA;1120;NA;"Municipality";"2002";NA;"Climate Alliance";"03241";"Municipality";"Italy";"A4011";"Fiavé, Italy";10,8422511;46,0047212
"Guntersdorf";"Guntersdorf";"AT";"Europe";"Western Europe";NA;NA;1128;NA;"Municipality";"2005";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4012";"Guntersdorf, Austria";16,0473699;48,6492215
"Winklern";"Winklern";"AT";"Europe";"Western Europe";NA;NA;1134;NA;"Municipality";"1997";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4013";"Winklern, Austria";12,8788475;46,8723319
"Hirschbach im Mühlkreis";"Hirschbach im Mühlkreis";"AT";"Europe";"Western Europe";NA;NA;1136;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4014";"Hirschbach im Mühlkreis, Austria";14,4117933;48,4885623
"Erlauf";"Erlauf";"AT";"Europe";"Western Europe";NA;NA;1140;NA;"Municipality";"2001";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4015";"Erlauf, Austria";15,1850501;48,1842822
"Laab im Walde";"Laab im Walde";"AT";"Europe";"Western Europe";NA;NA;1144;NA;"Municipality";"2000";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4016";"Laab im Walde, Austria";16,1774711;48,1530335
"Höflein";"Höflein";"AT";"Europe";"Western Europe";NA;NA;1149;NA;"Municipality";"2003";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4017";"Höflein, Austria";16,785347;48,0686993
"Stenico";"Stenico";"IT";"Europe";"Southern Europe";NA;NA;1149;NA;"Municipality";"2002";NA;"Climate Alliance";"03241";"Municipality";"Italy";"A4018";"Stenico, Italy";10,8536313;46,0526761
"Rodeneck/Rodengo";"Rodeneck/Rodengo";"IT";"Europe";"Southern Europe";NA;NA;1160;NA;"Municipality";"2006";NA;"Climate Alliance";"03241";"Municipality";"Italy";"A4019";"Rodeneck/Rodengo, Italy";11,6903166;46,7786995
"Eschenau a. d. Traisen";"Eschenau a. d. Traisen";"AT";"Europe";"Western Europe";NA;NA;1162;NA;"Municipality";"1998";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4020";"Eschenau a. d. Traisen, Austria";15,56751;48,04875
"Viehdorf";"Viehdorf";"AT";"Europe";"Western Europe";NA;NA;1164;NA;"Municipality";"2009";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4021";"Viehdorf, Austria";14,8944994;48,1505357
"Klaus an der Pyhrnbahn";"Klaus an der Pyhrnbahn";"AT";"Europe";"Western Europe";NA;NA;1166;NA;"Municipality";"2011";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4022";"Klaus an der Pyhrnbahn, Austria";14,1572778;47,8307322
"Brand-Laaben";"Brand-Laaben";"AT";"Europe";"Western Europe";NA;NA;1174;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4023";"Brand-Laaben, Austria";15,8821241;48,1096603
"Eschenau i. Hausruckkreis";"Eschenau i. Hausruckkreis";"AT";"Europe";"Western Europe";NA;NA;1174;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4024";"Eschenau i. Hausruckkreis, Austria";13,8217718;48,3891202
"Gnadendorf";"Gnadendorf";"AT";"Europe";"Western Europe";NA;NA;1175;NA;"Municipality";"2005";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4025";"Gnadendorf, Austria";16,3986961;48,6216011
"St. Martin";"St. Martin";"AT";"Europe";"Western Europe";NA;NA;1177;NA;"Municipality";"2009";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4026";"St. Martin, Austria";14,8379147;48,6624183
"Eckartsau";"Eckartsau";"AT";"Europe";"Western Europe";NA;NA;1179;NA;"Municipality";"2003";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4027";"Eckartsau, Austria";16,7962316;48,1460981
"Prägraten A.G.";"Prägraten A.G.";"AT";"Europe";"Western Europe";NA;NA;1179;NA;"Municipality";"2017";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4028";"Prägraten A.G., Austria";12,3809547;47,0158273
"Leithaprodersdorf";"Leithaprodersdorf";"AT";"Europe";"Western Europe";NA;NA;1181;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4029";"Leithaprodersdorf, Austria";16,4778275;47,9341352
"Heiligenblut";"Heiligenblut";"AT";"Europe";"Western Europe";NA;NA;1185;NA;"Municipality";"2001";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4030";"Heiligenblut, Austria";12,84309;47,03982
"Bischofstetten";"Bischofstetten";"AT";"Europe";"Western Europe";NA;NA;1186;NA;"Municipality";"2001";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4031";"Bischofstetten, Austria";15,4706773;48,1238998
"Drösing";"Drösing";"AT";"Europe";"Western Europe";NA;NA;1192;NA;"Municipality";"2005";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4032";"Drösing, Austria";16,9224976;48,5438349
"Bromberg";"Bromberg";"AT";"Europe";"Western Europe";NA;NA;1193;NA;"Municipality";"2001";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4033";"Bromberg, Austria";16,2104037;47,6655566
"Seebenstein";"Seebenstein";"AT";"Europe";"Western Europe";NA;NA;1196;NA;"Municipality";"2003";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4034";"Seebenstein, Austria";16,1445808;47,6988737
"Rossatz-Arnsdorf";"Rossatz-Arnsdorf";"AT";"Europe";"Western Europe";NA;NA;1197;NA;"Municipality";"2006";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4035";"Rossatz-Arnsdorf, Austria";15,50315;48,39716
"Waidhofen an der Thaya - Land";"Waidhofen an der Thaya - Land";"AT";"Europe";"Western Europe";NA;NA;1197;NA;"Municipality";"2004";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4036";"Waidhofen an der Thaya - Land, Austria";15,252932;48,793665
"Mining";"Mining";"AT";"Europe";"Western Europe";NA;NA;1200;NA;"Municipality";"2007";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4037";"Mining, Austria";13,1630608;48,2765244
"Reichenau im Mühlkreis";"Reichenau im Mühlkreis";"AT";"Europe";"Western Europe";NA;NA;1200;NA;"Municipality";"2008";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4038";"Reichenau im Mühlkreis, Austria";14,3491609;48,4560697
"Zell am Pettenfirst";"Zell am Pettenfirst";"AT";"Europe";"Western Europe";NA;NA;1200;NA;"Municipality";"2007";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4039";"Zell am Pettenfirst, Austria";13,5984507;48,0775549
"Postřekov";"Postřekov";"CZ";"Europe";"Eastern Europe";NA;NA;1200;NA;"Municipality";"2018";NA;"Climate Alliance";"03241";"Municipality";"Czechia";"A4040";"Postřekov, Czechia";12,806791;49,458286
"Riffian/ Rifiano";"Riffian/ Rifiano";"IT";"Europe";"Southern Europe";NA;NA;1200;NA;"Municipality";"2005";NA;"Climate Alliance";"03241";"Municipality";"Italy";"A4041";"Riffian/ Rifiano, Italy";11,1806751;46,7031005
"Tscherms/Cermes";"Tscherms/Cermes";"IT";"Europe";"Southern Europe";NA;NA;1200;NA;"Municipality";"2007";NA;"Climate Alliance";"03241";"Municipality";"Italy";"A4042";"Tscherms/Cermes, Italy";11,1462465;46,6330473
"Großharras";"Großharras";"AT";"Europe";"Western Europe";NA;NA;1202;NA;"Municipality";"2005";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4043";"Großharras, Austria";16,2448036;48,6634592
"Tattendorf";"Tattendorf";"AT";"Europe";"Western Europe";NA;NA;1206;NA;"Municipality";"1998";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4044";"Tattendorf, Austria";16,3037173;47,9566808
"Birgitz";"Birgitz";"AT";"Europe";"Western Europe";NA;NA;1209;NA;"Municipality";"2009";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4045";"Birgitz, Austria";11,2995002;47,2354522
"Kunsziget";"Kunsziget";"HU";"Europe";"Eastern Europe";NA;NA;1220;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Hungary";"A4046";"Kunsziget, Hungary";17,5176565;47,7385858
"Martinsberg";"Martinsberg";"AT";"Europe";"Western Europe";NA;NA;1221;NA;"Municipality";"2008";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4047";"Martinsberg, Austria";15,1494652;48,3758959
"Meggenhofen";"Meggenhofen";"AT";"Europe";"Western Europe";NA;NA;1236;NA;"Municipality";"2003";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4048";"Meggenhofen, Austria";13,7958945;48,1804748
"Neuhaus";"Neuhaus";"AT";"Europe";"Western Europe";NA;NA;1236;NA;"Municipality";"2007";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4049";"Neuhaus, Austria";14,8869284;46,6422403
"Kasten bei Böheimkirchen";"Kasten bei Böheimkirchen";"AT";"Europe";"Western Europe";NA;NA;1237;NA;"Municipality";"2000";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4050";"Kasten bei Böheimkirchen, Austria";15,7804771;48,1541421
"St. Leonhard am Hornerwald";"St. Leonhard am Hornerwald";"AT";"Europe";"Western Europe";NA;NA;1241;NA;"Municipality";"2002";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4051";"St. Leonhard am Hornerwald, Austria";15,55126;48,59113
"Dietmanns";"Dietmanns";"AT";"Europe";"Western Europe";NA;NA;1243;NA;"Municipality";"2005";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4052";"Dietmanns, Austria";15,382192;48,7932603
"Ertl";"Ertl";"AT";"Europe";"Western Europe";NA;NA;1243;NA;"Municipality";"2000";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4053";"Ertl, Austria";14,6318017;47,9764508
"Rohr im Kremstal";"Rohr im Kremstal";"AT";"Europe";"Western Europe";NA;NA;1245;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4054";"Rohr im Kremstal, Austria";14,1901128;48,0668175
"Schiedlberg";"Schiedlberg";"AT";"Europe";"Western Europe";NA;NA;1246;NA;"Municipality";"2011";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4055";"Schiedlberg, Austria";14,2633027;48,0909962
"Echsenbach";"Echsenbach";"AT";"Europe";"Western Europe";NA;NA;1249;NA;"Municipality";"1999";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4056";"Echsenbach, Austria";15,217745;48,717465
"Steinberg-Dörfl";"Steinberg-Dörfl";"AT";"Europe";"Western Europe";NA;NA;1252;NA;"Municipality";"2009";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4057";"Steinberg-Dörfl, Austria";16,487613;47,4742339
"Stetten";"Stetten";"AT";"Europe";"Western Europe";NA;NA;1252;NA;"Municipality";"2011";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4058";"Stetten, Austria";16,3790356;48,3677953
"Loipersdorf-Kitzladen";"Loipersdorf-Kitzladen";"AT";"Europe";"Western Europe";NA;NA;1261;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4059";"Loipersdorf-Kitzladen, Austria";16,076844;47,337529
"Trebesing";"Trebesing";"AT";"Europe";"Western Europe";NA;NA;1263;NA;"Municipality";"2007";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4060";"Trebesing, Austria";13,5101933;46,8830685
"Großschönau";"Großschönau";"AT";"Europe";"Western Europe";NA;NA;1264;NA;"Municipality";"2001";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4061";"Großschönau, Austria";14,943468;48,6505153
"Kautzen";"Kautzen";"AT";"Europe";"Western Europe";NA;NA;1275;NA;"Municipality";"2005";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4062";"Kautzen, Austria";15,2402639;48,9303319
"Kapelln";"Kapelln";"AT";"Europe";"Western Europe";NA;NA;1280;NA;"Municipality";"2001";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4063";"Kapelln, Austria";15,7564358;48,2584846
"Prottes";"Prottes";"AT";"Europe";"Western Europe";NA;NA;1280;NA;"Municipality";"2000";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4064";"Prottes, Austria";16,7391129;48,386594
"Castello Tesino";"Castello Tesino";"IT";"Europe";"Southern Europe";NA;NA;1284;NA;"Municipality";"2005";NA;"Climate Alliance";"03241";"Municipality";"Italy";"A4065";"Castello Tesino, Italy";11,6332476;46,0648555
"Prellenkirchen";"Prellenkirchen";"AT";"Europe";"Western Europe";NA;NA;1285;NA;"Municipality";"2002";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4066";"Prellenkirchen, Austria";16,9536756;48,0739893
"Leiben";"Leiben";"AT";"Europe";"Western Europe";NA;NA;1289;NA;"Municipality";"2006";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4067";"Leiben, Austria";15,2717736;48,2442077
"St. Bernhard-Frauenhofen";"St. Bernhard-Frauenhofen";"AT";"Europe";"Western Europe";NA;NA;1289;NA;"Municipality";"1999";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4068";"St. Bernhard-Frauenhofen, Austria";15,596985;48,6861624
"Arbing";"Arbing";"AT";"Europe";"Western Europe";NA;NA;1300;NA;"Municipality";"2005";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4069";"Arbing, Austria";14,7036942;48,2288995
"Fischlham";"Fischlham";"AT";"Europe";"Western Europe";NA;NA;1300;NA;"Municipality";"2009";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4070";"Fischlham, Austria";13,9470221;48,0868782
"Geinberg";"Geinberg";"AT";"Europe";"Western Europe";NA;NA;1300;NA;"Municipality";"2007";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4071";"Geinberg, Austria";13,2936296;48,2645096
"Grinzens";"Grinzens";"AT";"Europe";"Western Europe";NA;NA;1300;NA;"Municipality";"2007";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4072";"Grinzens, Austria";11,2541335;47,2295329
"Haibach ob der Donau";"Haibach ob der Donau";"AT";"Europe";"Western Europe";NA;NA;1300;NA;"Municipality";"2009";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4073";"Haibach ob der Donau, Austria";13,916294;48,4111756
"Scharnitz";"Scharnitz";"AT";"Europe";"Western Europe";NA;NA;1300;NA;"Municipality";"2008";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4074";"Scharnitz, Austria";11,264704;47,3902874
"Windhaag bei Perg";"Windhaag bei Perg";"AT";"Europe";"Western Europe";NA;NA;1300;NA;"Municipality";"2007";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4075";"Windhaag bei Perg, Austria";14,6791614;48,2850207
"Niederdorf/Villabassa";"Niederdorf/Villabassa";"IT";"Europe";"Southern Europe";NA;NA;1300;NA;"Municipality";"2005";NA;"Climate Alliance";"03241";"Municipality";"Italy";"A4076";"Niederdorf/Villabassa, Italy";12,1858355;46,7358347
"Percha/Perca";"Percha/Perca";"IT";"Europe";"Southern Europe";NA;NA;1300;NA;"Municipality";"2003";NA;"Climate Alliance";"03241";"Municipality";"Italy";"A4077";"Percha/Perca, Italy";11,9823992;46,7914924
"Waldkirchen am Wesen";"Waldkirchen am Wesen";"AT";"Europe";"Western Europe";NA;NA;1307;NA;"Municipality";"2009";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4078";"Waldkirchen am Wesen, Austria";13,8223099;48,4402451
"Drosendorf";"Drosendorf";"AT";"Europe";"Western Europe";NA;NA;1309;NA;"Municipality";"2000";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4079";"Drosendorf, Austria";15,62177;48,86579
"Weinburg";"Weinburg";"AT";"Europe";"Western Europe";NA;NA;1310;NA;"Municipality";"2015";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4080";"Weinburg, Austria";15,532721;48,1138528
