"Name";"timezone.gmtOffset";"timezone.timeZoneId";"timezone.dstOffset";"bbox.east";"bbox.south";"bbox.north";"bbox.west";"bbox.accuracyLevel";"asciiName";"astergdem";"countryId";"fcl";"srtm3";"score";"adminId2";"adminId3";"countryCode";"adminCodes1.ISO3166_2";"adminId1";"lat";"fcode";"continentCode";"adminCode2";"adminCode3";"adminCode1";"lng";"geonameId";"toponymName";"population";"adminName5";"adminName4";"adminName3";"alternateNames.name";"alternateNames.lang";"alternateNames.isPreferredName";"adminName2";"name";"fclName";"countryName";"fcodeName";"adminName1";"adminCodes2.ISO3166_2";"elevation";"adminId4";"adminCode4";"alternateNames.isHistoric";"alternateNames.isShortName";"adminId5";"adminCode5";"cc2"
"Riga";"2";"Europe/Riga";"3";"24.3114655000351";"56.8342148341175";"57.0577933966937";"23.9003188627579";"2";"Riga";"11";"458258";"P";"6";"406.315979003906";"11352868";NA;"LV";"RIX";"456173";"56.946";"PPLC";"EU";"0010000";NA;"25";"24.10589";"456172";"Riga";"742572";"";"";"";"ሪጋ";"am";"TRUE";"Rīga";"Riga";"city, village,...";"Latvia";"capital of a political entity";"Riga";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Roesalare";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Romans";"1";"Europe/Paris";"2";"5.10031600185528";"45.025381859628";"45.073814140372";"5.03173399814472";"2";"Romans-sur-Isere";"163";"3017382";"P";"-32768";"106.130393981934";"3020781";"2971049";"FR";"ARA";"11071625";"45.0496";"PPL";"EU";"26";"263";"84";"5.06602";"2983011";"Romans-sur-Isère";"35002";"";"Romans-sur-Isère";"Valence";"Rumans";"ca";"TRUE";"Drôme";"Romans-sur-Isère";"city, village,...";"France";"populated place";"Auvergne-Rhône-Alpes";"26";NA;"6430196";"26281";NA;NA;NA;NA;NA
"Rome";"1";"Europe/Rome";"2";"12.7263434284955";"41.7657606756297";"42.0505483302375";"12.3346588450996";"10";"Rome";"49";"3175395";"P";"52";"231.891586303711";"3169069";"3169071";"IT";"62";"3174976";"41.89193";"PPLC";"EU";"RM";"058091";"07";"12.51133";"3169070";"Rome";"2318895";"";"";"Rome";"Rom";"als";"TRUE";"Rome";"Rome";"city, village,...";"Italy";"capital of a political entity";"Latium";"RM";"20";NA;NA;NA;NA;NA;NA;NA
"Roquetas De Mar";"1";"Europe/Madrid";"2";"-2.56843545397357";"36.7271100101402";"36.8012735376638";"-2.66105673352643";"2";"Roquetas de Mar";"13";"2510769";"P";"12";"118.350791931152";"2521883";"6355591";"ES";"AN";"2593109";"36.76419";"PPLA3";"EU";"AL";"04079";"51";"-2.61475";"2511716";"Roquetas de Mar";"82665";"";"";"Roquetas de Mar";"روكويتاس دي مار";"ar";NA;"Almeria";"Roquetas de Mar";"city, village,...";"Spain";"seat of a third-order administrative division";"Andalusia";"AL";NA;NA;NA;NA;NA;NA;NA;NA
"Rostock";"1";"Europe/Berlin";"2";"12.2954026878031";"54.0508020183571";"54.2445094202185";"11.9983704617838";"10";"Rostock";"16";"2921044";"P";"18";"137.342514038086";NA;"2844587";"DE";"MV";"2872567";"54.0887";"PPLA3";"EU";"00";"13003";"12";"12.14049";"2844588";"Rostock";"198293";"";"Rostock";"Kreisfreie Stadt Rostock";"روستوك";"ar";NA;"";"Rostock";"city, village,...";"Germany";"seat of a third-order administrative division";"Mecklenburg-Vorpommern";NA;NA;"6551181";"13003000";NA;NA;NA;NA;NA
"Rotterdam";"1";"Europe/Amsterdam";"2";"4.64224690043283";"51.8221492557373";"52.0228507442627";"4.31608709956717";"2";"Rotterdam";"-9";"2750405";"P";"9";"285.236755371094";"2747890";NA;"NL";"ZH";"2743698";"51.9225";"PPL";"EU";"0599";NA;"11";"4.47917";"2747891";"Rotterdam";"598199";"";"";"";"روتردام";"ar";NA;"Rotterdam";"Rotterdam";"city, village,...";"Netherlands";"populated place";"South Holland";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ruda Slaska";"1";"Europe/Warsaw";"2";"18.93376668588";"50.2089354065827";"50.3078655428484";"18.7788645397059";"2";"Ruda Slaska";"258";"798544";"P";"258";"137.127822875977";"7530951";"7531588";"PL";"24";"3337497";"50.2584";"PPL";"EU";"2472";"247201";"83";"18.85632";"3086800";"Ruda Śląska";"146189";"";"";"Ruda Śląska";"Руда Силезка";"bg";"TRUE";"Ruda Śląska";"Ruda Śląska";"city, village,...";"Poland";"populated place";"Silesia";NA;NA;NA;NA;NA;"TRUE";NA;NA;NA
"Rzeszow";"1";"Europe/Warsaw";"2";"22.0792320033494";"49.9898524391654";"50.0927894540832";"21.9187805393752";"2";"Rzeszow";"216";"798544";"P";"209";"175.568206787109";"7530819";"7532474";"PL";"18";"858788";"50.04132";"PPLA";"EU";"1863";"186301";"80";"21.99901";"759734";"Rzeszów";"158382";"";"";"Rzeszów";"جيشوف";"ar";NA;"Rzeszów";"Rzeszów";"city, village,...";"Poland";"seat of a first-order administrative division";"Subcarpathia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Sabadell";"1";"Europe/Madrid";"2";"2.18829104358715";"41.4843147012034";"41.6022652987966";"2.03055495641285";"2";"Sabadell";"177";"2510769";"P";"187";"125.412422180176";"3128759";"6356211";"ES";"CT";"3336901";"41.54329";"PPLA3";"EU";"B";"08187";"56";"2.10942";"3111199";"Sabadell";"206493";"";"";"Sabadell";"QSA";"iata";NA;"Barcelona";"Sabadell";"city, village,...";"Spain";"seat of a third-order administrative division";"Catalonia";"B";NA;NA;NA;NA;NA;NA;NA;NA
"Sacele";"2";"Europe/Bucharest";"3";"25.7425200248579";"45.5947091861149";"45.6387688868485";"25.6795037483354";"2";"Sacele";"649";"798549";"P";"652";"76.8412017822266";"8334720";NA;"RO";"BV";"683843";"45.61674";"PPLA2";"EU";"40438";NA;"09";"25.71101";"668314";"Săcele";"29918";"";"";"";"ساچله";"fa";NA;"Municipiul Sãcele";"Săcele";"city, village,...";"Romania";"seat of a second-order administrative division";"Braşov";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Saint Etienne";"1";"Europe/Paris";"2";"4.46750501039843";"45.3795546643331";"45.4882253356669";"4.31249498960157";"2";"Saint-Etienne";"537";"3017382";"P";"529";"111.334632873535";"2997870";"2980288";"FR";"ARA";"11071625";"45.43389";"PPLA2";"EU";"42";"423";"84";"4.39";"2980291";"Saint-Étienne";"176280";"";"Saint-Étienne";"Saint-Étienne";"سانت إتيان";"ar";"TRUE";"Loire";"Saint-Etienne";"city, village,...";"France";"seat of a second-order administrative division";"Auvergne-Rhône-Alpes";"42";NA;"6614010";"42218";NA;"TRUE";NA;NA;NA
"Salaspils";"2";"Europe/Riga";"3";"24.3962355202356";"56.843315582352";"56.8769667346369";"24.3346528464636";"2";"Salaspils";"26";"458258";"P";"21";"145.556701660156";"11352855";NA;"LV";"087";"7628323";"56.86014";"PPLA";"EU";"0801211";NA;"C3";"24.36544";"455898";"Salaspils";"17606";"";"";"";"Саласпилс";"bg";NA;"Salaspils";"Salaspils";"city, village,...";"Latvia";"seat of a first-order administrative division";"Salaspils";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Salford";"0";"Europe/London";"1";"-2.245597989089";"53.4649231294156";"53.5189102106991";"-2.33070805483397";"10";"Salford";"37";"2635167";"P";"44";"114.970825195312";"3333190";NA;"GB";"ENG";"6269131";"53.48771";"PPLA2";"EU";"L5";NA;"ENG";"-2.29042";"2638671";"Salford";"72750";"";"";"";"سالفورد";"ar";NA;"Salford";"Salford";"city, village,...";"United Kingdom";"seat of a second-order administrative division";"England";"SLF";NA;NA;NA;NA;NA;NA;NA;NA
"San Dona di Piave";"1";"Europe/Rome";"2";"12.6114659998689";"45.6118181816131";"45.659488212613";"12.5332299707915";"10";"San Dona di Piave";"13";"3175395";"P";"4";"105.755348205566";"3164600";"6538322";"IT";"34";"3164604";"45.63019";"PPLA3";"EU";"VE";"027033";"20";"12.5681";"3168429";"San Donà di Piave";"32819";"";"";"San Donà di Piave";"سان دونا دي بيافي";"ar";"TRUE";"Venice";"San Donà di Piave";"city, village,...";"Italy";"seat of a third-order administrative division";"Veneto";"VE";"3";NA;NA;NA;NA;NA;NA;NA
"San Sebastián";"1";"Europe/Madrid";"2";"-1.89822876519407";"43.2570260047541";"43.3686342506459";"-2.05175809370593";"2";"San Sebastian";"23";"2510769";"P";"17";"137.215576171875";"3120935";"6358157";"ES";"PV";"3336903";"43.31283";"PPLA2";"EU";"SS";"20069";"59";"-1.97499";"3110044";"Donostia / San Sebastián";"185357";"";"";"San Sebastián";"سان سباستيان";"ar";"TRUE";"Gipuzkoa";"San Sebastian";"city, village,...";"Spain";"seat of a second-order administrative division";"Basque Country";"SS";NA;NA;NA;NA;NA;NA;NA;NA
"Santiago De Compostela";"1";"Europe/Madrid";"2";"-8.49110992223488";"42.8405554741222";"42.9204927727459";"-8.60026924341453";"2";"Santiago de Compostela";"245";"2510769";"P";"257";"171.159698486328";"3119840";"6357346";"ES";"GA";"3336902";"42.88052";"PPLA";"EU";"C";"15078";"58";"-8.54569";"3109642";"Santiago de Compostela";"95092";"";"";"Santiago de Compostela";"Santiago de Compostela";"af";NA;"A Coruña";"Santiago de Compostela";"city, village,...";"Spain";"seat of a first-order administrative division";"Galicia";"C";NA;NA;NA;NA;NA;NA;NA;NA
"Sarpsborg";"1";"Europe/Oslo";"2";"11.1674001969958";"59.2544223506017";"59.3133976493983";"11.0518398030042";"2";"Sarpsborg";"43";"3144096";"P";"54";"169.410369873047";"6453388";NA;"NO";"30";"12110595";"59.28391";"PPLA";"EU";"3003";NA;"30";"11.10962";"3140084";"Sarpsborg";"52159";"";"";"";"Сарпсборг";"be";"TRUE";"Sarpsborg";"Sarpsborg";"city, village,...";"Norway";"seat of a first-order administrative division";"Viken";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Satu Mare";"2";"Europe/Bucharest";"3";"22.9271623243697";"47.7558941961871";"47.8426258038129";"22.7979376756303";"2";"Satu Mare";"120";"798549";"P";"124";"163.206207275391";"8334767";NA;"RO";"SM";"667869";"47.79926";"PPLA";"EU";"136483";NA;"32";"22.86255";"667873";"Satu Mare";"112490";"";"";"";"ساتو ماري";"ar";"TRUE";"Municipiul Satu Mare";"Satu Mare";"city, village,...";"Romania";"seat of a first-order administrative division";"Satu Mare";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Serres";"2";"Europe/Athens";"3";"23.5889236234729";"41.0538360868353";"41.1161459131647";"23.5062163765271";"2";"Serres";"35";"390903";"P";"41";"105.638252258301";"734329";"8133866";"GR";"B";"6697801";"41.08499";"PPLA2";"EU";"05";"9054";"ESYE12";"23.54757";"734330";"Sérres";"58287";"";"";"Serres";"Сяр";"bg";"TRUE";"Sérres";"Serres";"city, village,...";"Greece";"seat of a second-order administrative division";"Central Macedonia";"62";NA;NA;NA;NA;NA;NA;NA;NA
"Sesto San Giovanni";"1";"Europe/Rome";"2";"9.27169673484569";"45.5174458294948";"45.5564868299007";"9.21383521483292";"10";"Sesto San Giovanni";"147";"3175395";"P";"144";"136.714294433594";"3173434";"6536522";"IT";"25";"3174618";"45.53329";"PPLA3";"EU";"MI";"015209";"09";"9.22585";"3166598";"Sesto San Giovanni";"76509";"";"";"Sesto San Giovanni";"Sesto San Giovanni";"cs";NA;"Milan";"Sesto San Giovanni";"city, village,...";"Italy";"seat of a third-order administrative division";"Lombardy";"MI";"140";NA;NA;NA;NA;NA;NA;NA
"Seville";"1";"Europe/Madrid";"2";"-5.81840517800549";"37.3004519185219";"37.4529424460031";"-6.0334201245074";"10";"Sevilla";"24";"2510769";"P";"16";"178.866973876953";"2510910";"6361046";"ES";"AN";"2593109";"37.38283";"PPLA";"EU";"SE";"41091";"51";"-5.97317";"2510911";"Sevilla";"703206";"";"";"Seville";"Sebilla";"an";"TRUE";"Seville";"Seville";"city, village,...";"Spain";"seat of a first-order administrative division";"Andalusia";"SE";NA;NA;NA;NA;"TRUE";NA;NA;NA
"Sibenik";"1";"Europe/Zagreb";"2";"15.9283016383672";"43.7096598785228";"43.7589201214772";"15.8600983616328";"2";"Sibenik";"18";"3202326";"P";"-32768";"154.859313964844";"3190938";NA;"HR";"15";"3337525";"43.73429";"PPLA";"EU";"3190938";NA;"13";"15.8942";"3190941";"Šibenik";"37112";"";"";"";"شيبينيك";"ar";"TRUE";"Grad Šibenik";"Šibenik";"city, village,...";"Croatia";"seat of a first-order administrative division";"Šibensko-Kniniska";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Sighisoara";"2";"Europe/Bucharest";"3";"24.8272014681824";"46.1976184592666";"46.245208375219";"24.7583874931604";"2";"Sighisoara";"362";"798549";"P";"358";"97.6345062255859";"8334977";NA;"RO";"MS";"672628";"46.22141";"PPLA2";"EU";"114514";NA;"27";"24.79279";"8436351";"Sighișoara";"34537";"";"";"";"Sighişoara";"ace";NA;"Municipiul Sighişoara";"Sighișoara";"city, village,...";"Romania";"seat of a second-order administrative division";"Mureş";NA;"350";NA;NA;NA;NA;NA;NA;NA
"Skanderborg";"1";"Europe/Copenhagen";"2";"9.95847512837356";"56.0194257207976";"56.0492542792024";"9.90506487162644";"2";"Skanderborg";"40";"2623032";"P";"38";"137.352508544922";"2613886";NA;"DK";"82";"6418539";"56.03434";"PPLA2";"EU";"746";NA;"18";"9.93177";"2613887";"Skanderborg";"13543";"";"";"";"Skanderborg";"da";NA;"Skanderborg Kommune";"Skanderborg";"city, village,...";"Denmark";"seat of a second-order administrative division";"Central Jutland";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slatina";"2";"Europe/Bucharest";"3";"24.4174702624302";"44.3970787428342";"44.4695878571658";"24.3158631375698";"2";"Slatina";"160";"798549";"P";"165";"155.94482421875";"8334993";NA;"RO";"OT";"671857";"44.43333";"PPLA";"EU";"125347";NA;"29";"24.36667";"666767";"Slatina";"78988";"";"";"";"سلاتينا";"ar";NA;"Municipiul Slatina";"Slatina";"city, village,...";"Romania";"seat of a first-order administrative division";"Olt";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slubice";"1";"Europe/Warsaw";"2";"14.5882067743573";"52.3340544152036";"52.3677055674884";"14.5330943998065";"2";"Slubice";"39";"798544";"P";"23";"116.608169555664";"7530980";"7533444";"PL";"08";"3337494";"52.35088";"PPLA2";"EU";"0805";"080505";"76";"14.56065";"3085495";"Słubice";"17567";"";"";"Słubice";"Слубице";"bg";NA;"Powiat słubicki";"Słubice";"city, village,...";"Poland";"seat of a second-order administrative division";"Lubusz";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Smolyan";"2";"Europe/Sofia";"3";"24.7427012766709";"41.551460604759";"41.597319395241";"24.6813787233291";"2";"Smolyan";"916";"732800";"P";"907";"128.345397949219";"727029";NA;"BG";"21";"864558";"41.57439";"PPLA";"EU";"SML31";NA;"57";"24.71204";"727030";"Smolyan";"32069";"";"";"";"Смолян";"bg";NA;"Smolyan";"Smolyan";"city, village,...";"Bulgaria";"seat of a first-order administrative division";"Smolyan";NA;"921";NA;NA;NA;NA;NA;NA;NA
"Södertälje";"1";"Europe/Stockholm";"2";"17.6905200470477";"59.1563409358962";"59.231407557328";"17.5681933617747";"10";"Soedertaelje";"23";"2661886";"P";"29";"111.25456237793";"2676174";NA;"SE";"AB";"2673722";"59.19554";"PPLA2";"EU";"0181";NA;"26";"17.62525";"2676176";"Södertälje";"70777";"";"";"";"سودرتاليا";"ar";NA;"Södertälje Kommun";"Södertälje";"city, village,...";"Sweden";"seat of a second-order administrative division";"Stockholm";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Sofia";"2";"Europe/Sofia";"3";"23.5141508807397";"42.5581845208318";"42.8368425355292";"23.1341416607643";"2";"Sofia";"569";"732800";"P";"562";"367.977172851562";"6458974";NA;"BG";"22";"731061";"42.69751";"PPLC";"EU";"SOF46";NA;"42";"23.32415";"727011";"Sofia";"1152556";"";"";"";"Sofia";"af";NA;"Sofia";"Sofia";"city, village,...";"Bulgaria";"capital of a political entity";"Sofia-Capital";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Solin";"1";"Europe/Zagreb";"2";"16.5179616981017";"43.5252105763709";"43.5611851713766";"16.4683168358338";"2";"Solin";"12";"3202326";"P";"15";"142.544830322266";"11054720";NA;"HR";"17";"3337527";"43.5432";"PPL";"EU";"11054720";NA;"15";"16.49314";"3190359";"Solin";"20212";"";"";"";"Солін";"be";"TRUE";"Solin";"Solin";"city, village,...";"Croatia";"populated place";"Split-Dalmatia";NA;NA;NA;NA;"TRUE";NA;NA;NA;NA
"Solna";"1";"Europe/Stockholm";"2";"18.0663638245795";"59.3266869620884";"59.3933856463522";"17.9353613722589";"2";"Solna";"22";"2661886";"P";"22";"62.7613220214844";"2675396";NA;"SE";"AB";"2673722";"59.36004";"PPLA2";"EU";"0184";NA;"26";"18.00086";"2675397";"Solna";"66909";"";"";"";"Сольна";"ru";"TRUE";"Solna Municipality";"Solna";"city, village,...";"Sweden";"seat of a second-order administrative division";"Stockholm";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Sonderborg";"1";"Europe/Copenhagen";"2";"9.82587876599119";"54.887868024079";"54.930051975921";"9.75246123400881";"2";"Sonderborg";"20";"2623032";"P";"15";"145.600830078125";"2613221";NA;"DK";"83";"6418542";"54.90896";"PPLA2";"EU";"540";NA;"21";"9.78917";"2613102";"Sønderborg";"27033";"";"";"";"Sønderborg";"da";NA;"Sønderborg Kommune";"Sønderborg";"city, village,...";"Denmark";"seat of a second-order administrative division";"South Denmark";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Split";"1";"Europe/Zagreb";"2";"16.5141369694088";"43.4545724265052";"43.5632430978391";"16.3641665584233";"2";"Split";"6";"3202326";"P";"12";"319.4541015625";"3190259";NA;"HR";"17";"3337527";"43.50891";"PPLA";"EU";"3190259";NA;"15";"16.43915";"3190261";"Split";"176314";"";"";"";"سبليت";"ar";"TRUE";"Grad Split";"Split";"city, village,...";"Croatia";"seat of a first-order administrative division";"Split-Dalmatia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Starogard";"1";"Europe/Warsaw";"2";"18.5747593460776";"53.9355228743509";"53.992403703411";"18.4780055465005";"2";"Starogard Gdanski";"91";"798544";"P";"90";"98.932373046875";"7530934";"7531589";"PL";"22";"3337496";"53.96396";"PPL";"EU";"2213";"221303";"82";"18.52638";"3084826";"Starogard Gdański";"48202";"";"";"Starogard Gdański";"Старогард Гдански";"bg";NA;"Powiat starogardzki";"Starogard Gdański";"city, village,...";"Poland";"populated place";"Pomerania";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Sternatia";"1";"Europe/Rome";"2";"18.2371077406134";"40.2139014956112";"40.2290326843903";"18.2204487463855";"10";"Sternatia";"89";"3175395";"P";"79";"52.3270225524902";"3174952";"6537599";"IT";"75";"3169778";"40.22022";"PPLA3";"EU";"LE";"075080";"13";"18.22748";"3166161";"Sternatia";"2308";"";"";"Sternatia";"Starnaìtta";"el";NA;"Provincia di Lecce";"Sternatia";"city, village,...";"Italy";"seat of a third-order administrative division";"Apulia";"LE";"75";NA;NA;NA;NA;NA;NA;NA
"Stockholm";"1";"Europe/Stockholm";"2";"18.4150241105415";"59.1540562327639";"59.4857204580714";"17.77622321715";"10";"Stockholm";"17";"2661886";"P";"-32768";"279.339447021484";"2673723";NA;"SE";"AB";"2673722";"59.32938";"PPLC";"EU";"0180";NA;"26";"18.06871";"2673730";"Stockholm";"1515017";"";"";"";"Stockholm";"af";NA;"Stockholm Municipality";"Stockholm";"city, village,...";"Sweden";"capital of a political entity";"Stockholm";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Strasbourg";"1";"Europe/Paris";"2";"7.84853649448984";"48.5158706991387";"48.6519693008613";"7.64252350551015";"2";"Strasbourg";"150";"3017382";"P";"147";"164.044921875";"3034720";"2973781";"FR";"GES";"11071622";"48.58392";"PPLA";"EU";"67";"678";"44";"7.74553";"2973783";"Strasbourg";"274845";"";"Strasbourg";"Strasbourg";"Straatsburg";"af";"TRUE";"Bas-Rhin";"Strasbourg";"city, village,...";"France";"seat of a first-order administrative division";"Grand Est";"67";NA;"6441375";"67482";NA;"TRUE";NA;NA;NA
"Suceava";"2";"Europe/Bucharest";"3";"26.3126498875061";"47.591149348158";"47.675517251842";"26.1873501124939";"2";"Suceava";"362";"798549";"P";"360";"147.312835693359";"8334903";NA;"RO";"SV";"665849";"47.63333";"PPLA";"EU";"146263";NA;"34";"26.25";"665850";"Suceava";"105796";"";"";"";"سوتشافا";"ar";NA;"Municipiul Suceava";"Suceava";"city, village,...";"Romania";"seat of a first-order administrative division";"Suceava";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Syracuse";"1";"Europe/Rome";"2";"15.3014009131529";"37.05256876921";"37.1055965118928";"15.2406693066197";"10";"Siracusa";"19";"3175395";"P";"22";"88.5910339355469";"2523082";"6542286";"IT";"82";"2523119";"37.07542";"PPLA2";"EU";"SR";"089017";"15";"15.28664";"2523083";"Siracusa";"97472";"";"";"Siracusa";"سرقوسة";"ar";NA;"Syracuse";"Syracuse";"city, village,...";"Italy";"seat of a second-order administrative division";"Sicily";"SR";"17";NA;NA;NA;NA;NA;NA;NA
"Szekesfehervàr";"1";"Europe/Budapest";"2";"18.471033787682";"47.1487317006801";"47.2311598530347";"18.3496449232556";"2";"Szekesfehervar";"114";"719819";"P";"117";"158.929840087891";NA;NA;"HU";"FE";"3053028";"47.18995";"PPLA";"EU";NA;NA;"08";"18.41034";"3044774";"Székesfehérvár";"101600";"";"";"";"سيكشفهيرفار";"ar";"TRUE";"";"Székesfehérvár";"city, village,...";"Hungary";"seat of a first-order administrative division";"Fejér";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Szombathely";"1";"Europe/Budapest";"2";"16.675389402476";"47.1943438404858";"47.2674085883402";"16.5677160090536";"2";"Szombathely";"224";"719819";"P";"215";"150.041229248047";NA;NA;"HU";"VA";"3043047";"47.23088";"PPLA";"EU";NA;NA;"22";"16.62155";"3044310";"Szombathely";"79534";"";"";"";"Сомбатхей";"be";"TRUE";"";"Szombathely";"city, village,...";"Hungary";"seat of a first-order administrative division";"Vas";NA;"230";NA;NA;NA;NA;NA;NA;NA
"Tallinn";"2";"Europe/Tallinn";"3";"24.9140778464636";"59.3555173892449";"59.5183992957275";"24.5929774361292";"2";"Tallinn";"14";"453733";"P";"12";"322.275390625";"862995";"11053706";"EE";"37";"592170";"59.43696";"PPLC";"EU";"0784";"0298";"01";"24.75353";"588409";"Tallinn";"394024";"";"";"Kesklinna linnaosa";"Tallinn";"af";"TRUE";"Tallinn";"Tallinn";"city, village,...";"Estonia";"capital of a political entity";"Harjumaa";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tampere";"2";"Europe/Helsinki";"3";"23.9094940529389";"61.4408277085952";"61.557398719572";"23.6647399558501";"2";"Tampere";"115";"660013";"P";"-32768";"327.816040039062";"9610686";"634964";"FI";"11";"830704";"61.49911";"PPLA";"EU";"064";"837";"06";"23.78712";"634963";"Tampere";"202687";"";"";"Tampere";"تامبيري";"ar";NA;"Tampere";"Tampere";"city, village,...";"Finland";"seat of a first-order administrative division";"Pirkanmaa";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Târgu Mures";"2";"Europe/Bucharest";"3";"24.6297476459606";"46.4927817819574";"46.5921198792786";"24.485190136327";"2";"Targu-Mures";"331";"798549";"P";"319";"164.3408203125";"8334747";NA;"RO";"MS";"672628";"46.54245";"PPLA";"EU";"114319";NA;"27";"24.55747";"665004";"Târgu-Mureş";"146863";"";"";"";"Târgu Mureş";"cs";"TRUE";"Municipiul Târgu Mureş";"Târgu Mureş";"city, village,...";"Romania";"seat of a first-order administrative division";"Mureş";NA;NA;NA;NA;NA;"TRUE";NA;NA;NA
"Tartu";"2";"Europe/Tallinn";"3";"26.8037944500032";"58.3394107144846";"58.4218388668391";"26.6463870342192";"2";"Tartu";"42";"453733";"P";"39";"341.14794921875";"7522434";"11777176";"EE";"78";"588334";"58.38062";"PPLA";"EU";"0793";"8151";"18";"26.72509";"588335";"Tartu";"101092";"";"";"Tartu linn";"Тарту";"bg";"TRUE";"Tartu linn";"Tartu";"city, village,...";"Estonia";"seat of a first-order administrative division";"Tartu";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tarxien";"1";"Europe/Malta";"2";"14.5285939994106";"35.8548180748166";"35.8768479251834";"14.5014060005894";"2";"Tarxien";"61";"2562770";"P";"62";"104.724006652832";NA;NA;"MT";"58";"8299757";"35.86583";"PPLA";"EU";NA;NA;"58";"14.515";"2562349";"Tarxien";"7761";"";"";"";"Таршин";"ce";"TRUE";"";"Tarxien";"city, village,...";"Malta";"seat of a first-order administrative division";"Tarxien";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tatabánya";"1";"Europe/Budapest";"2";"18.4440601211671";"47.5506942058576";"47.6191877941424";"18.3424458788329";"2";"Tatabanya";"121";"719819";"P";"146";"159.327346801758";NA;NA;"HU";"KE";"3049518";"47.58494";"PPLA";"EU";NA;NA;"12";"18.39325";"3044082";"Tatabánya";"70541";"";"";"";"Татабаня";"bg";"TRUE";"";"Tatabánya";"city, village,...";"Hungary";"seat of a first-order administrative division";"Komárom-Esztergom";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Telsiai";"2";"Europe/Vilnius";"3";"22.2874344009469";"55.9589047781214";"56.0038730218786";"22.2070099990531";"2";"Telsiai";"146";"597427";"P";"135";"125.473449707031";"864511";NA;"LT";"TE";"864483";"55.98139";"PPLA";"EU";"78";NA;"63";"22.24722";"593926";"Telsiai";"30098";"";"";"";"Цяльшэй";"be";NA;"Telšiai District Municipality";"Telšiai";"city, village,...";"Lithuania";"seat of a first-order administrative division";"Telsiai";"51";NA;NA;NA;NA;NA;NA;NA;NA
"The Hague";"1";"Europe/Amsterdam";"2";"4.42248965621949";"52.014848433067";"52.1279078948973";"4.19625281818114";"10";"The Hague";"10";"2750405";"P";"4";"186.316665649414";"2747372";NA;"NL";"ZH";"2743698";"52.07667";"PPLG";"EU";"0518";NA;"11";"4.29861";"2747373";"The Hague";"474292";"";"";"";"Den Haag";"af";"TRUE";"'s-Gravenhage";"The Hague";"city, village,...";"Netherlands";"seat of government of a political entity";"South Holland";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Thessaloniki";"2";"Europe/Athens";"3";"23.0327716485908";"40.5663795049704";"40.7208504950296";"22.8289563514092";"2";"Thessaloniki";"6";"390903";"P";"8";"230.957077026367";"734075";"8133841";"GR";"B";"6697801";"40.64361";"PPLA";"EU";"13";"9031";"ESYE12";"22.93086";"734077";"Thessaloníki";"354290";"";"";"Thessaloniki";"سالونيك";"ar";"TRUE";"Thessaloniki";"Thessaloniki";"city, village,...";"Greece";"seat of a first-order administrative division";"Central Macedonia";"54";NA;NA;NA;NA;NA;NA;NA;NA
"Thurrock";"0";"Europe/London";"1";"0.393593530330605";"51.4505135698086";"51.509632984967";"0.228089967596904";"10";"Grays";"17";"2635167";"P";"13";"63.7470169067383";"2635885";NA;"GB";"ENG";"6269131";"51.47566";"PPLA2";"EU";"O3";"29UG";"ENG";"0.32521";"2648182";"Grays";"89755";"";"";"GB.ENG.O3.29UG";"Grays";"de";NA;"Thurrock";"Grays";"city, village,...";"United Kingdom";"seat of a second-order administrative division";"England";"THR";NA;NA;NA;NA;NA;NA;NA;NA
