"Name";"timezone.gmtOffset";"timezone.timeZoneId";"timezone.dstOffset";"bbox.east";"bbox.south";"bbox.north";"bbox.west";"bbox.accuracyLevel";"asciiName";"astergdem";"countryId";"fcl";"srtm3";"score";"adminId2";"adminId3";"countryCode";"adminCodes1.ISO3166_2";"adminId1";"lat";"fcode";"continentCode";"adminCode2";"adminCode3";"adminCode1";"lng";"geonameId";"toponymName";"population";"adminName5";"adminName4";"adminName3";"alternateNames.name";"alternateNames.lang";"alternateNames.isPreferredName";"adminName2";"name";"fclName";"countryName";"fcodeName";"adminName1";"adminCodes2.ISO3166_2";"elevation";"adminId4";"adminCode4";"alternateNames.isHistoric";"alternateNames.isShortName";"adminId5";"adminCode5";"cc2"
"Aachen";"1";"Europe/Berlin";"2";"6.14385486772838";"50.738926912832";"50.8007867898973";"6.04729584741828";"10";"Aachen";"182";"2921044";"P";"178";"135.563125610352";"2886241";"3247448";"DE";"NW";"2861876";"50.77664";"PPLA3";"EU";"053";"05334";"07";"6.08342";"3247449";"Aachen";"265208";"";"Aachen";"Städteregion Aachen";"Aken";"af";"TRUE";"Cologne District";"Aachen";"city, village,...";"Germany";"seat of a third-order administrative division";"North Rhine-Westphalia";NA;"266";"6553047";"05334002";NA;NA;NA;NA;NA
"Aarhus";"1";"Europe/Copenhagen";"2";"10.324278345172";"56.09362064351";"56.2198525191168";"10.0972457026796";"2";"Arhus";"7";"2623032";"P";"10";"243.659362792969";"2624647";NA;"DK";"82";"6418539";"56.15674";"PPLA2";"EU";"751";NA;"18";"10.21076";"2624652";"Århus";"237551";"";"";"";"Орхус";"bg";"TRUE";"Århus Kommune";"Aarhus";"city, village,...";"Denmark";"seat of a second-order administrative division";"Central Jutland";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Agii Anargyri Kamatero";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Agrinion";"2";"Europe/Athens";"3";"21.443736163849";"38.5933063407745";"38.6494716592255";"21.371819836151";"2";"Agrinio";"66";"390903";"P";"66";"98.3865127563477";"265508";"8133845";"GR";"G";"6697810";"38.62139";"PPLA3";"EU";"31";"9123";"ESYE23";"21.40778";"265560";"Agrínio";"46899";"";"";"Agrinio";"Agrínion";"ca";"TRUE";"Aitoloakarnania";"Agrinio";"city, village,...";"Greece";"seat of a third-order administrative division";"West Greece";"01";NA;NA;NA;NA;NA;NA;NA;NA
"Albacete";"1";"Europe/Madrid";"2";"-1.78767676083478";"38.9408423144466";"39.0476359763317";"-1.92518716128436";"2";"Albacete";"693";"2510769";"P";"695";"178.793563842773";"2522257";"6355295";"ES";"CM";"2593111";"38.99424";"PPLA2";"EU";"AB";"02003";"54";"-1.85643";"2522258";"Albacete";"169716";"";"";"Albacete";"Albacet";"an";NA;"Albacete";"Albacete";"city, village,...";"Spain";"seat of a second-order administrative division";"Castille-La Mancha";"AB";NA;NA;NA;NA;NA;NA;NA;NA
"Alba Iulia";"2";"Europe/Bucharest";"3";"23.6314285784851";"46.0333173578681";"46.1000160421319";"23.5352380215149";"2";"Alba Iulia";"223";"798549";"P";"219";"173.108673095703";"8299636";NA;"RO";"AB";"686581";"46.06667";"PPLA";"EU";"1017";NA;"01";"23.58333";"686578";"Alba Iulia";"66085";"";"";"";"ألبا يوليا";"ar";"TRUE";"Municipiul Alba Iulia";"Alba Iulia";"city, village,...";"Romania";"seat of a first-order administrative division";"Alba";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alcobaça";"0";"Europe/Lisbon";"1";"-8.95646207036321";"39.536019469136";"39.568446530864";"-8.99852792963679";"2";"Alcobaca";"34";"2264397";"P";"38";"127.371429443359";"8010541";"8012306";"PT";"10";"2267094";"39.55223";"PPLA2";"EU";"1001";"100101";"13";"-8.97749";"2272147";"Alcobaça";"15800";"";"";"Alcobaça";"ألكوباكا";"ar";"TRUE";"Alcobaça Municipality";"Alcobaça";"city, village,...";"Portugal";"seat of a second-order administrative division";"Leiria";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alicante";"1";"Europe/Madrid";"2";"-0.385790624011346";"38.2701964899831";"38.4201505815119";"-0.577186785351446";"2";"Alicante";"19";"2510769";"P";"18";"141.320373535156";"2521976";"6355390";"ES";"VC";"2593113";"38.34517";"PPLA2";"EU";"A";"03014";"60";"-0.48149";"2521978";"Alicante";"334757";"";"";"Alicante";"Alicant";"an";"TRUE";"Alicante";"Alicante";"city, village,...";"Spain";"seat of a second-order administrative division";"Valencia";"A";NA;NA;NA;NA;"TRUE";NA;NA;NA
"Almelo";"1";"Europe/Amsterdam";"2";"6.71957747543133";"52.3218347481641";"52.3914992518359";"6.60542252456867";"2";"Almelo";"10";"2750405";"P";"15";"183.999008178711";"2759886";NA;"NL";"OV";"2748838";"52.35667";"PPL";"EU";"0141";NA;"15";"6.6625";"2759887";"Almelo";"72725";"";"";"";"Almelo";"de";NA;"Gemeente Almelo";"Almelo";"city, village,...";"Netherlands";"populated place";"Overijssel";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Almería";"1";"Europe/Madrid";"2";"-2.38928187409841";"36.7817961902997";"36.8944862861543";"-2.53018986662425";"2";"Almeria";"51";"2510769";"P";"21";"177.498611450195";"2521883";"6355530";"ES";"AN";"2593109";"36.83814";"PPLA2";"EU";"AL";"04013";"51";"-2.45974";"2521886";"Almería";"188810";"";"";"Almería";"ألمرية";"ar";NA;"Almeria";"Almería";"city, village,...";"Spain";"seat of a second-order administrative division";"Andalusia";"AL";NA;NA;NA;NA;NA;NA;NA;NA
"Altena";"1";"Europe/Berlin";"2";"7.72182805503851";"51.2743463229031";"51.3141356186417";"7.66121753254441";"10";"Altena";"155";"2921044";"P";"167";"74.1165771484375";"2955470";"2803460";"DE";"NW";"2861876";"51.29472";"PPL";"EU";"059";"05962";"07";"7.67337";"2957886";"Altena";"20862";"";"Altena";"Märkischer Kreis";"آلتنا";"ar";NA;"Regierungsbezirk Arnsberg";"Altena";"city, village,...";"Germany";"populated place";"North Rhine-Westphalia";NA;NA;"6557676";"05962004";NA;NA;NA;NA;NA
"Alzira";"1";"Europe/Madrid";"2";"-0.398047800460134";"39.1226468851821";"39.1773531148179";"-0.468618799539866";"2";"Alzira";"25";"2510769";"P";"26";"113.052459716797";"2509951";"6361882";"ES";"VC";"2593113";"39.15";"PPLA3";"EU";"V";"46017";"60";"-0.43333";"2522129";"Alzira";"44690";"";"";"Alzira";"Alchezira";"an";"TRUE";"Valencia";"Alzira";"city, village,...";"Spain";"seat of a third-order administrative division";"Valencia";"V";NA;NA;NA;NA;NA;NA;NA;NA
"Amadora";"0";"Europe/Lisbon";"1";"-9.16039192318204";"38.6989248016799";"38.8087062753526";"-9.30127418399569";"2";"Amadora";"139";"2264397";"P";"138";"310.083557128906";"8010569";"8012589";"PT";"11";"2267056";"38.75382";"PPL";"EU";"1115";"111507";"14";"-9.23083";"2271772";"Amadora";"178858";"";"";"Reboleira";"Amadora";"de";NA;"Amadora Municipality";"Amadora";"city, village,...";"Portugal";"populated place";"Lisbon";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Amarante";"0";"Europe/Lisbon";"1";"-8.06907415405073";"41.2626557950127";"41.2827662049873";"-8.09583584594927";"2";"Amarante";"95";"2264397";"P";"96";"56.3745155334473";"8010577";"8012658";"PT";"13";"2735941";"41.27271";"PPLA2";"EU";"1301";"130133";"17";"-8.08245";"2742965";"Amarante";"6782";"";"";"Amarante (São Gonçalo)";"https://en.wikipedia.org/wiki/Amarante,_Portugal";"link";NA;"Amarante Municipality";"Amarante";"city, village,...";"Portugal";"seat of a second-order administrative division";"Porto";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Amersfoort";"1";"Europe/Amsterdam";"2";"5.46652670563812";"52.1065677192561";"52.2034322807439";"5.30847329436188";"2";"Amersfoort";"11";"2750405";"P";"8";"207.244171142578";"2759820";NA;"NL";"UT";"2745909";"52.155";"PPL";"EU";"0307";NA;"09";"5.3875";"2759821";"Amersfoort";"139914";"";"";"";"Amersfoort";"de";NA;"Amersfoort";"Amersfoort";"city, village,...";"Netherlands";"populated place";"Utrecht";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Amiens";"1";"Europe/Paris";"2";"2.37623460434228";"49.8509454374553";"49.9490545625447";"2.22376539565772";"2";"Amiens";"28";"3017382";"P";"28";"119.702735900879";"2974304";"3037853";"FR";"HDF";"11071624";"49.9";"PPLA2";"EU";"80";"802";"32";"2.3";"3037854";"Amiens";"143086";"";"Amiens";"Amiens";"أميان";"ar";"TRUE";"Somme";"Amiens";"city, village,...";"France";"seat of a second-order administrative division";"Hauts-de-France";"80";NA;"6455273";"80021";NA;NA;NA;NA;NA
"Ampelokipi - Menemeni";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Amsterdam";"1";"Europe/Amsterdam";"2";"5.07326326407001";"52.2622379233368";"52.4858164859048";"4.70611371957257";"2";"Amsterdam";"5";"2750405";"P";"13";"376.271850585938";"2759793";NA;"NL";"NH";"2749879";"52.37403";"PPLC";"EU";"0363";NA;"07";"4.88969";"2759794";"Amsterdam";"741636";"";"";"";"Amsterdam";"af";"TRUE";"Gemeente Amsterdam";"Amsterdam";"city, village,...";"Netherlands";"capital of a political entity";"North Holland";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ancona";"1";"Europe/Rome";"2";"13.5499090942101";"43.5327951128448";"43.6314716046173";"13.4175954690548";"10";"Ancona";"28";"3175395";"P";"29";"168.049942016602";"3183087";"6542126";"IT";"57";"3174004";"43.5942";"PPLA";"EU";"AN";"042002";"10";"13.50337";"3183089";"Ancona";"89994";"";"";"Ancona";"Ancona";"bs";NA;"Provincia di Ancona";"Ancona";"city, village,...";"Italy";"seat of a first-order administrative division";"The Marches";"AN";"16";NA;NA;NA;NA;NA;NA;NA
"Anderlecht";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Antwerp";"1";"Europe/Brussels";"2";"4.54103869648255";"51.1324654121339";"51.3084745878661";"4.25948130351745";"2";"Antwerpen";"10";"2802361";"P";"-32768";"235.111099243164";"2803136";"2803137";"BE";"VLG";"3337388";"51.22047";"PPL";"EU";"VAN";"11";"VLG";"4.40026";"2803138";"Antwerpen";"459805";"";"Antwerpen";"Arrondissement of Antwerp";"أنتويرب";"ar";"TRUE";"Antwerp Province";"Antwerp";"city, village,...";"Belgium";"populated place";"Flanders";"VAN";NA;"2803139";"11002";NA;NA;NA;NA;NA
"Apeldoorn";"1";"Europe/Amsterdam";"2";"6.04753769769054";"52.1621981011919";"52.2578018988081";"5.89135030230946";"2";"Apeldoorn";"14";"2750405";"P";"18";"172.45947265625";"2759705";NA;"NL";"GE";"2755634";"52.21";"PPL";"EU";"0200";NA;"03";"5.96944";"2759706";"Apeldoorn";"136670";"";"";"";"آبلدورن";"ar";"TRUE";"Apeldoorn";"Apeldoorn";"city, village,...";"Netherlands";"populated place";"Gelderland";NA;"12";NA;NA;NA;NA;NA;NA;NA
"Arezzo";"1";"Europe/Rome";"2";"11.9240724111366";"43.3514663945826";"43.4996451080865";"11.8096416332909";"10";"Arezzo";"271";"3175395";"P";"264";"89.2631149291992";"3182882";"6542153";"IT";"52";"3165361";"43.46276";"PPLA2";"EU";"AR";"051002";"16";"11.88068";"3182884";"Arezzo";"76346";"";"";"Arezzo";"Arezzo";"de";"TRUE";"Arezzo";"Arezzo";"city, village,...";"Italy";"seat of a second-order administrative division";"Tuscany";"AR";"296";NA;NA;NA;NA;NA;NA;NA
"Arnhem";"1";"Europe/Amsterdam";"2";"5.99050451104469";"51.9311519838991";"52.0288480161009";"5.83171748895531";"2";"Arnhem";"17";"2750405";"P";"16";"201.186614990234";"2759660";NA;"NL";"GE";"2755634";"51.98";"PPLA";"EU";"0202";NA;"03";"5.91111";"2759661";"Arnhem";"141674";"";"";"";"آرنم";"ar";"TRUE";"Gemeente Arnhem";"Arnhem";"city, village,...";"Netherlands";"seat of a first-order administrative division";"Gelderland";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Athens";"2";"Europe/Athens";"3";"23.8621991624494";"37.8780128936816";"38.0895071063183";"23.5934808375506";"2";"Athens";"79";"390903";"P";"-32768";"197.599014282227";"445408";NA;"GR";"I";"6692632";"37.98376";"PPLC";"EU";"99";NA;"ESYE31";"23.72784";"264371";"Athens";"664046";"";"";"";"Atenas";"an";"TRUE";"Nomarchía Athínas";"Athens";"city, village,...";"Greece";"capital of a political entity";"Attica";NA;"70";NA;NA;"TRUE";NA;NA;NA;NA
"Athienou";"2";"Asia/Nicosia";"3";"33.5511723853572";"35.0540392717085";"35.0696167282915";"33.5321396146428";"2";"Athienou";"137";"146669";"P";"-32768";"95.8426818847656";NA;NA;"CY";"03";"146398";"35.06183";"PPL";"EU";NA;NA;"03";"33.54166";"146768";"Athíenou";"4444";"";"";"";"Αθίενου";"el";NA;"";"Athienou";"city, village,...";"Cyprus";"populated place";"Larnaka";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aveiro";"0";"Europe/Lisbon";"1";"-8.60576098469668";"40.6141033850391";"40.6744346149609";"-8.68530901530332";"2";"Aveiro";"23";"2264397";"P";"19";"156.058944702148";"8010417";"8010756";"PT";"01";"2742610";"40.64427";"PPLA";"EU";"0105";"010512";"02";"-8.64554";"2742611";"Aveiro";"54162";"";"";"Vera Cruz";"Aveiro";"ca";NA;"Aveiro Municipality";"Aveiro";"city, village,...";"Portugal";"seat of a first-order administrative division";"Aveiro";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avilés";"1";"Europe/Madrid";"2";"-5.87288528090526";"43.517104867985";"43.592351132015";"-5.97677871909474";"2";"Aviles";"37";"2510769";"P";"26";"186.226669311523";"6355236";"3129133";"ES";"AS";"3114710";"43.55473";"PPL";"EU";"O";"33004";"34";"-5.92483";"3129135";"Avilés";"84242";"";"";"Avilés";"أفيليس";"ar";NA;"Asturias";"Avilés";"city, village,...";"Spain";"populated place";"Asturias";"O";NA;NA;NA;NA;NA;NA;NA;NA
"Avrig";"2";"Europe/Bucharest";"3";"24.4046998300691";"45.7017524207976";"45.7315809792024";"24.3619667699309";"2";"Avrig";"384";"798549";"P";"385";"85.3444747924805";"686010";NA;"RO";"SB";"667267";"45.71667";"PPLA2";"EU";"144054";NA;"33";"24.38333";"686011";"Avrig";"14032";"";"";"";"Fryk";"de";NA;"Oraş Avrig";"Avrig";"city, village,...";"Romania";"seat of a second-order administrative division";"Sibiu";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aylesbury";"0";"Europe/London";"1";"-0.76990829287023";"51.7810936191993";"51.8380544865644";"-0.854451944345923";"10";"Aylesbury";"94";"2635167";"P";"93";"96.1725769042969";"2654408";"2656718";"GB";"ENG";"6269131";"51.81665";"PPLA2";"EU";"B9";"11UB";"ENG";"-0.81458";"2656719";"Aylesbury";"74748";"";"";"Aylesbury Vale";"Ægelesburg";"ang";NA;"Buckinghamshire";"Aylesbury";"city, village,...";"United Kingdom";"seat of a second-order administrative division";"England";"BKM";NA;NA;NA;NA;NA;NA;NA;NA
"Bacau";"2";"Europe/Bucharest";"3";"26.991859754985";"46.5135941531356";"46.6207658468644";"26.835820245015";"2";"Bacau";"162";"798549";"P";"165";"184.065216064453";"8306520";NA;"RO";"BC";"685947";"46.56718";"PPLA";"EU";"20297";NA;"04";"26.91384";"685948";"Bacău";"171396";"";"";"";"Бакъу";"bg";NA;"Municipiul Bacãu";"Bacau";"city, village,...";"Romania";"seat of a first-order administrative division";"Bacău";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Baena";"1";"Europe/Madrid";"2";"-4.29904025972898";"37.5981551181184";"37.6352368818816";"-4.34586574027102";"2";"Baena";"413";"2510769";"P";"412";"82.3205108642578";"2519239";"6357202";"ES";"AN";"2593109";"37.6167";"PPLA3";"EU";"CO";"14007";"51";"-4.32245";"2521415";"Baena";"20915";"";"";"Baena";"بيانة";"ar";NA;"Cordoba";"Baena";"city, village,...";"Spain";"seat of a third-order administrative division";"Andalusia";"CO";NA;NA;NA;NA;NA;NA;NA;NA
"Baia Mare";"2";"Europe/Bucharest";"3";"23.6391107968564";"47.6094923447973";"47.7050961424135";"23.4970433779482";"2";"Baia Mare";"228";"798549";"P";"220";"160.425842285156";"8334980";NA;"RO";"MM";"673887";"47.65729";"PPLA";"EU";"106318";NA;"25";"23.56808";"685826";"Baia Mare";"136553";"";"";"";"Baia Mare";"cs";"TRUE";"Municipiul Baia Mare";"Baia Mare";"city, village,...";"Romania";"seat of a first-order administrative division";"Maramureş";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Baia Sprie";"2";"Europe/Bucharest";"3";"23.7162262170473";"47.645676598548";"47.6781036602736";"23.6680644781432";"2";"Baia Sprie";"355";"798549";"P";"350";"67.0840911865234";"8334748";NA;"RO";"MM";"673887";"47.66189";"PPLA2";"EU";"106684";NA;"25";"23.69215";"685823";"Baia Sprie";"16746";"";"";"";"Mittelstadt";"de";NA;"Oraş Baia Sprie";"Baia Sprie";"city, village,...";"Romania";"seat of a second-order administrative division";"Maramureş";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Barakaldo";"1";"Europe/Madrid";"2";"-2.93214362709463";"43.2556695233779";"43.3371104766221";"-3.04411637290537";"2";"Barakaldo";"36";"2510769";"P";"27";"128.535583496094";"3104469";"3128842";"ES";"PV";"3336903";"43.29639";"PPLA3";"EU";"BI";"48013";"59";"-2.98813";"3109453";"Barakaldo";"98460";"";"";"Barakaldo";"Barakaldo";"es";"TRUE";"Biscay";"Barakaldo";"city, village,...";"Spain";"seat of a third-order administrative division";"Basque Country";"BI";NA;NA;NA;NA;NA;NA;NA;NA
"Barcelona";"1";"Europe/Madrid";"2";"2.22921975445555";"41.3169558268702";"41.4682817651353";"2.05246984172868";"10";"Barcelona";"48";"2510769";"P";"47";"287.785614013672";"3128759";"6356055";"ES";"CT";"3336901";"41.38879";"PPLA";"EU";"B";"08019";"56";"2.15899";"3128760";"Barcelona";"1621537";"";"";"Barcelona";"ባርሴሎና";"am";"TRUE";"Barcelona";"Barcelona";"city, village,...";"Spain";"seat of a first-order administrative division";"Catalonia";"B";"15";NA;NA;NA;"TRUE";NA;NA;NA
"Bari";"1";"Europe/Rome";"2";"17.0333791399415";"41.0530073147902";"41.1697643762157";"16.7304563157632";"10";"Bari";"14";"3175395";"P";"-32768";"226.172149658203";"3182350";"6542001";"IT";"75";"3169778";"41.12066";"PPLA";"EU";"BA";"072006";"13";"16.86982";"3182351";"Bari";"277387";"";"";"Bari";"باري";"ar";NA;"Bari";"Bari";"city, village,...";"Italy";"seat of a first-order administrative division";"Apulia";"BA";"5";NA;NA;NA;NA;NA;NA;NA
"Barnsley";"0";"Europe/London";"1";"-1.40911172346879";"53.5339534820295";"53.5986535843149";"-1.55510297050287";"10";"Barnsley";"100";"2635167";"P";"112";"118.566871643066";"3333122";NA;"GB";"ENG";"6269131";"53.55";"PPLA2";"EU";"A3";NA;"ENG";"-1.48333";"2656284";"Barnsley";"71447";"";"";"";"Beorneslēah";"ang";NA;"Barnsley";"Barnsley";"city, village,...";"United Kingdom";"seat of a second-order administrative division";"England";"BNS";NA;NA;NA;NA;NA;NA;NA;NA
"Basel-Stadt";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Basingstoke and Deane";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bayonne";"1";"Europe/Paris";"2";"-1.43903305524406";"43.4655900537457";"43.5195519462543";"-1.51344894475594";"2";"Bayonne";"18";"3017382";"P";"-32768";"112.214752197266";"2984887";"3034473";"FR";"NAQ";"11071620";"43.49257";"PPLA3";"EU";"64";"641";"75";"-1.47624";"3034475";"Bayonne";"44396";"";"Bayonne";"Bayonne";"Bayona";"an";"TRUE";"Pyrénées-Atlantiques";"Bayonne";"city, village,...";"France";"seat of a third-order administrative division";"Nouvelle-Aquitaine";"64";NA;"6440286";"64102";NA;NA;NA;NA;NA
"Beja";"0";"Europe/Lisbon";"1";"-7.83301474760064";"37.9912690420238";"38.0388589579762";"-7.89343925239936";"2";"Beja";"286";"2264397";"P";"286";"82.8223342895508";"8010436";"8014513";"PT";"02";"2270984";"38.01506";"PPLA";"EU";"0205";"020511";"03";"-7.86323";"2270985";"Beja";"34760";"";"";"Beja (Santa Maria da Feira)";"BYJ";"iata";NA;"Beja Municipality";"Beja";"city, village,...";"Portugal";"seat of a first-order administrative division";"Beja";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Belfast";"0";"Europe/London";"1";"-5.80800810592701";"54.5289194409578";"54.6647205590423";"-6.04281189407299";"2";"Belfast";"14";"2635167";"P";"7";"176.061065673828";"3333223";NA;"GB";"NIR";"2641364";"54.59682";"PPLA";"EU";"N09000003";NA;"NIR";"-5.92541";"2655984";"Belfast";"274770";"";"";"";"Belfast";"af";"TRUE";"Belfast";"Belfast";"city, village,...";"United Kingdom";"seat of a first-order administrative division";"Northern Ireland";"BFS";NA;NA;NA;NA;NA;NA;NA;NA
"Berlin";"1";"Europe/Berlin";"2";"13.7604692835498";"52.3382418348765";"52.6749171487584";"13.0883332178678";"10";"Berlin";"52";"2921044";"P";"43";"360.168701171875";NA;"6547383";"DE";"BE";"2950157";"52.52437";"PPLC";"EU";"00";"11000";"16";"13.41053";"2950159";"Berlin";"3426354";"";"Berlin";"Berlin, Stadt";"Berlyn";"af";"TRUE";"";"Berlin";"city, village,...";"Germany";"capital of a political entity";"Berlin";NA;"74";"6547539";"11000000";NA;NA;NA;NA;NA
"Besançon";"1";"Europe/Paris";"2";"6.08673669780365";"47.2022624869655";"47.2952935130345";"5.94956730219635";"2";"Besancon";"306";"3017382";"P";"300";"131.91357421875";"3020989";"3033122";"FR";"BFC";"11071619";"47.24878";"PPLA2";"EU";"25";"251";"27";"6.01815";"3033123";"Besançon";"128426";"";"Besançon";"Besançon";"بيزنسون";"ar";"TRUE";"Doubs";"Besançon";"city, village,...";"France";"seat of a second-order administrative division";"Bourgogne-Franche-Comté";"25";NA;"6447838";"25056";NA;NA;NA;NA;NA
"Bialystok";"1";"Europe/Warsaw";"2";"23.2813602635965";"53.0632338026827";"53.2034309119288";"23.0472987940207";"2";"Bialystok";"131";"798544";"P";"135";"170.146118164062";"7530772";"7531591";"PL";"20";"858789";"53.13333";"PPLA";"EU";"2061";"206101";"81";"23.16433";"776069";"Białystok";"291855";"";"";"Białystok";"Белосток";"ba";NA;"Białystok";"Bialystok";"city, village,...";"Poland";"seat of a first-order administrative division";"Podlasie";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bielefeld";"1";"Europe/Berlin";"2";"8.58680730872101";"51.9923904369205";"52.0455007190072";"8.50186965817889";"10";"Bielefeld";"111";"2921044";"P";"111";"144.722961425781";"2937935";"3221125";"DE";"NW";"2861876";"52.03333";"PPLA4";"EU";"057";"05711";"07";"8.53333";"2949186";"Bielefeld";"331906";"";"Bielefeld";"Kreisfreie Stadt Bielefeld";"بيليفيلد";"ar";"TRUE";"Regierungsbezirk Detmold";"Bielefeld";"city, village,...";"Germany";"seat of a fourth-order administrative division";"North Rhine-Westphalia";NA;NA;"2949188";"05711000";NA;NA;NA;NA;NA
"Bielsko-Biala";"1";"Europe/Warsaw";"2";"19.1314664703993";"49.7679279019599";"49.8769700980401";"18.9622595296007";"2";"Bielsko-Biala";"318";"798544";"P";"319";"144.887023925781";"7530791";"7532925";"PL";"24";"3337497";"49.82245";"PPLA3";"EU";"2461";"246101";"83";"19.04686";"3103402";"Bielsko-Biala";"176515";"";"";"Bielsko-Biała";"Белско-Бяла";"bg";"TRUE";"Bielsko-Biała";"Bielsko-Biala";"city, village,...";"Poland";"seat of a third-order administrative division";"Silesia";NA;"330";NA;NA;NA;NA;NA;NA;NA
"Bilbao";"1";"Europe/Madrid";"2";"-2.81908588995654";"43.1854707331705";"43.3399417232297";"-3.03147715935986";"2";"Bilbao";"32";"2510769";"P";"20";"211.204864501953";"3104469";"6362368";"ES";"PV";"3336903";"43.26271";"PPLA2";"EU";"BI";"48020";"59";"-2.92528";"3128026";"Bilbao";"354860";"";"";"Bilbao";"Bilbau";"an";"TRUE";"Biscay";"Bilbao";"city, village,...";"Spain";"seat of a second-order administrative division";"Basque Country";"BI";NA;NA;NA;NA;NA;NA;NA;NA
"Birmingham";"0";"Europe/London";"1";"-1.70859160581936";"52.3748558173554";"52.5649539400551";"-2.03375440251525";"10";"Birmingham";"149";"2635167";"P";"149";"278.885192871094";"3333125";NA;"GB";"ENG";"6269131";"52.48142";"PPLA2";"EU";"A7";NA;"ENG";"-1.89983";"2655603";"Birmingham";"984333";"";"";"";"Birmingham";"af";"TRUE";"Birmingham";"Birmingham";"city, village,...";"United Kingdom";"seat of a second-order administrative division";"England";"BIR";NA;NA;NA;NA;NA;NA;NA;NA
"Bistrita";"2";"Europe/Bucharest";"3";"24.554255959742";"47.0963542284453";"47.1699704161847";"24.4459691073966";"2";"Bistrita";"363";"798549";"P";"362";"158.618362426758";"8334700";NA;"RO";"BN";"684647";"47.13316";"PPLA";"EU";"32394";NA;"06";"24.50011";"684657";"Bistriţa";"81318";"";"";"";"Бистрица";"bg";"TRUE";"Municipiul Bistriţa";"Bistriţa";"city, village,...";"Romania";"seat of a first-order administrative division";"Bistriţa-Năsăud";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bologna";"1";"Europe/Rome";"2";"11.4337284266419";"44.4420585703114";"44.5562196826475";"11.2473676067567";"10";"Bologna";"77";"3175395";"P";"71";"217.543579101562";"3181927";"6541998";"IT";"45";"3177401";"44.49381";"PPLA";"EU";"BO";"037006";"05";"11.33875";"3181928";"Bologna";"366133";"";"";"Bologna";"بولونيا";"ar";"TRUE";"Bologna";"Bologna";"city, village,...";"Italy";"seat of a first-order administrative division";"Emilia-Romagna";"BO";"54";NA;NA;NA;NA;NA;NA;NA
"Bordeaux";"1";"Europe/Paris";"2";"-0.533667336821741";"44.8107936315786";"44.9162036155579";"-0.638685984986098";"10";"Bordeaux";"35";"3017382";"P";"20";"168.013854980469";"3015948";"3031580";"FR";"NAQ";"11071620";"44.84044";"PPLA";"EU";"33";"332";"75";"-0.5805";"3031582";"Bordeaux";"231844";"";"Bordeaux";"Bordeaux";"ቦርዶ";"am";"TRUE";"Gironde";"Bordeaux";"city, village,...";"France";"seat of a first-order administrative division";"Nouvelle-Aquitaine";"33";NA;"6455058";"33063";NA;NA;NA;NA;NA
