"";"lon";"lat";"type";"loctype";"address";"north";"south";"east";"west";"Location"
"1";11,3305888;46,4825521;"route";"geometric_center";"via werner von siemens, 39100 bolzano bz, italy";46,4835906;46,4800952;11,33595;11,3251574;"via siemens, 39100 bolzano, italy"
"2";11,0232494;44,5054739;"route";"geometric_center";"via confine, vignola mo, italy";44,5071133802915;44,5044154197085;11,0277891;11,0184303;"via confine, 41058 vignola, italy"
"3";13,0640802;47,7886384;"route";"geometric_center";"michael-pacher-straße, 5020 salzburg, austria";47,7901333302915;47,7874353697085;13,0671281;13,061502;"michael pacher strasse, 5020 salzburg, austria"
"4";13,028986;48,2183973;"route";"geometric_center";"lamprechtshausener str., 5282, austria";48,2402203;48,1947909;13,0497418;13,0257065;"lamprechtshausenerstraße, 5282 ranshofen, austria"
"5";14,2913497;48,291837;"route";"geometric_center";"bahnhofpl., 4020 linz, austria";48,293675;48,2893962;14,2935173;14,2885688;"bahnhofplatz, 4021 linz, austria"
"6";13,0438572;47,8131824;"route";"geometric_center";"südtiroler pl., 5020 salzburg, austria";47,8147440802915;47,8120461197085;13,0454861302915;13,0427881697085;"südtiroler platz, 5020 salzburg, austria"
"7";12,9565619;48,8304633;"establishment";"rooftop";"edlmaier straße 4, 94469 deggendorf, germany";48,8318122802915;48,8291143197085;12,9579108802915;12,9552129197085;"edlmairstr., 94469 deggendorf, germany"
"8";14,3203434;48,3351301;"route";"geometric_center";"altenbergerstraße, 4040 linz, austria";48,3393908;48,3294907;14,3259505;14,315727;"altenbergerstrasse, 4040 linz, austria"
"9";10,9038729;47,4065832;"route";"geometric_center";"am rettensee, 6632 ehrwald, austria";47,4077684302915;47,4050704697085;10,9052470802915;10,9025491197085;"am rettensee, 6632 ehrwald, austria"
"10";10,6459187;47,441684;"route";"geometric_center";"mühlbachweg, 6671, austria";47,4431646302915;47,4404666697085;10,6472599;10,6440022;"mühlbachweg, 6671 weißenbach am lech, austria"
"11";14,2861976;48,3059369;"route";"geometric_center";"hauptpl., 4020 linz, austria";48,3073324802915;48,3046345197085;14,2878037802915;14,2851058197085;"hauptplatz, 4020 linz, austria"
"12";10,281776;47,5145631;"route";"geometric_center";"oberallgäuer pl., 87527 sonthofen, germany";47,5155671302915;47,5128691697085;10,2830665302915;10,2803685697085;"oberallgäuer platz, 87527 sonthofen, germany"
"13";13,430589;48,4575114;"route";"geometric_center";"unterer stadtpl., 4780 schärding, austria";48,4586148802915;48,4559169197085;13,4318240302915;13,4291260697085;"unterer stadtplatz, 4780 schärding am inn, austria"
"14";13,0310918;47,8090407;"route";"geometric_center";"strubergasse, 5020 salzburg, austria";47,8102675302915;47,8075695697085;13,0354544;13,0265074;"strubergasse, 5020 salzburg, austria"
"15";13,4640066;48,5743054;"route";"geometric_center";"domplatz, 94032 passau, germany";48,5758512302915;48,5731532697085;13,4654260802915;13,4627281197085;"domplatz, 94032 passau, germany"
"16";10,3293971;47,763255;"route";"geometric_center";"heisinger str., 87437 kempten (allgäu), germany";47,7685651;47,7593665;10,3326074;10,3281419;"heisingerstraße, 87437 kempten, germany"
"17";13,0694907;47,7721952;"route";"geometric_center";"alpenstraße, 5020 salzburg, austria";47,7936539;47,7508939;13,0749287;13,0596378;"alpenstraße, 5020 salzburg, austria"
"18";12,1754944;47,5839713;"route";"geometric_center";"prof.-sinwel-weg, 6330 kufstein, austria";47,5853661302915;47,5826681697085;12,1784203;12,1716639;"prof. sinwel weg, 6330 kufstein, austria"
"19";11,0940083;47,4924172;"route";"geometric_center";"olympiastraße, 82467 garmisch-partenkirchen, germany";47,495182;47,4895359;11,0965452;11,091784;"olympiastrasse, 82467 garmisch-partenkirchen, germany"
"20";13,1681194;47,5986431;"route";"geometric_center";"markt, 5440 golling an der salzach, austria";47,6022764;47,5944265;13,1710373;13,1654936;"markt, 5440 golling, austria"
"21";17,6354346;47,6850619;"route";"geometric_center";"gyor, árpád út, 9021 hungary";47,6874204;47,6826407;17,6420997;17,6285255;"árpád út, 9021 gyor, hungary"
"22";24,1065772;56,9474572;"establishment";"rooftop";"kalku iela 1a, centra rajons, riga, lv-1050, latvia";56,9488061802915;56,9461082197085;24,1079261802915;24,1052282197085;"ratslaukums, lv–1539 riga, latvia"
"23";22,3021848;60,3012778;"route";"geometric_center";"rantatie, 21600 parainen, finland";60,307059;60,2959748;22,3045492;22,2996925;"strandvägen, 21600 pargas, finland"
"24";24,7289274;59,4398292;"street_address";"rooftop";"telliskivi 60a, 10412 tallinn, estonia";59,4411781802915;59,4384802197085;24,7302763802915;24,7275784197085;"telliskivi 60a, 10412 tallinn, estonia"
"25";24,4869786;58,3854397;"route";"geometric_center";"lootsi, pärnu, 80012 pärnu maakond, estonia";58,3869525802915;58,3842546197085;24,4916705;24,4851834;"lootsi, 80012 pärnu, estonia"
"26";24,9662263;60,2015315;"street_address";"rooftop";"jan-magnus janssons plats 1, 00550 helsingfors, finland";60,2028804802915;60,2001825197085;24,9675752802915;24,9648773197085;"jan magnus janssons plats 1, 560 helsinki, finland"
"27";24,6593715;59,3976147;"route";"geometric_center";"teaduspargi, 12618 tallinn, estonia";59,4004109;59,3966348;24,6630657;24,6554006;"teaduspargi, 12618 tallinn, estonia"
"28";25,0453656;60,2908475;"route";"geometric_center";"vernissakatu, 01300 vantaa, finland";60,2922849302915;60,2895869697085;25,0465402302915;25,0438422697085;"vernissakatu, 1301 vantaa, finland"
"29";26,9400517;60,4641543;"route";"geometric_center";"keskuskatu, 48100 kotka, finland";60,4687836;60,4597748;26,9519765;26,9296501;"keskuskatu, 48100 kotka, finland"
"30";21,5059263;61,1308854;"locality";"approximate";"rauma, finland";61,2849065;60,9960155;22,0709742;20,7731204;"p.o.box, 26101 rauma, finland"
"31";26,6854691;58,3583439;"route";"geometric_center";"riia, 51014 tartu, estonia";58,3676102;58,3476027;26,7069095;26,6683484;"riia, 51014 tartu, estonia"
"32";22,2753891;60,4507831;"route";"geometric_center";"vanha suurtori, 20500 turku, finland";60,4522077802915;60,4495098197085;22,2769395302915;22,2742415697085;"vanha suurtori, 20500 turku, finland"
"33";23,7560461;61,4920482;"street_address";"rooftop";"nalkalankatu 12, 33200 tampere, finland";61,4933971802915;61,4906992197085;23,7573950802915;23,7546971197085;"nalkalankatu 12, fi-33200 tampere, finland"
"34";24,1227902;56,9436967;"route";"geometric_center";"gogola iela, riga, lv-1050, latvia";56,9471545;56,9419253;24,1307615;24,1178809;"gogola, lv-1050 riga, latvia"
"35";21,7217861;61,4925919;"route";"geometric_center";"tiedepuisto, 28600 pori, finland";61,4939867302915;61,4912887697085;21,7226663802915;21,7199684197085;"tiedepuisto, fi-28600 pori, finland"
"36";22,7471905;58,9982951;"route";"geometric_center";"keskväljak, kärdla, 92413 hiiu maakond, estonia";58,9997550302915;58,9970570697085;22,7487492802915;22,7460513197085;"keskväljak, 92413 kärdla, estonia"
"37";24,7423195;59,4217388;"route";"geometric_center";"pärnu mnt, 10135 tallinn, estonia";59,4260302;59,4175284;24,7431205302915;24,7404225697085;"pärnu mnt, 10135 tallinn, estonia"
"38";18,0600948;59,332257;"route";"geometric_center";"mäster samuelsgatan, 111 21 stockholm, sweden";59,3338227802915;59,3311248197085;18,0635845;18,0580777;"mäster samuelsgatan, 11121 stockholm, sweden"
"39";25,0863781;60,4622333;"route";"geometric_center";"sibeliuksenväylä, 04400 järvenpää, finland";60,469188;60,4554395;25,0870413;25,08303;"sibeliuksenväylä, 4400 järvenpää, finland"
"40";25,0440504;60,2941651;"route";"geometric_center";"ratatie, 01300 vantaa, finland";60,2991809;60,2894916;25,0471607;25,0393978;"ratatie, fin-01300 vantaa, finland"
"41";18,2911842;57,639028;"establishment";"rooftop";"donnersgatan 1, 621 57 visby, sweden";57,6403769802915;57,6376790197085;18,2925331802915;18,2898352197085;"donners plats, 62157 visby, sweden"
"42";22,2757882;60,4506614;"establishment";"rooftop";"vanha suurtori 3, 20500 turku, finland";60,4520103802915;60,4493124197085;22,2771371802915;22,2744392197085;"vanha suurtori, fin-20500 turku, finland"
"43";22,3039856;60,4444054;"route";"geometric_center";"lemminkäisenkatu, 20520 turku, finland";60,4517148;60,4389786;22,3197538;22,2890458;"lemminkäisenkatu, 20520 turku, finland"
"44";26,7225443;58,3790582;"route";"geometric_center";"ülikooli, tartu, estonia";58,3820221;58,3763282;26,7274393;26,7192223;"ülikooli, 50090 tartu, estonia"
"45";24,9667866;60,2012951;"route";"geometric_center";"jan-magnus janssons plats, 00550 helsingfors, finland";60,2027429802915;60,2000450197085;24,9679017302915;24,9652037697085;"jan- magnus janssons plats, fi - 00550 helsinki, finland"
"46";22,2966986;60,4492491;"route";"geometric_center";"joukahaisenkatu, 20520 turku, finland";60,4515683;60,446748;22,3027601;22,291811;"joukahaisenkatu, 20520 turku, finland"
"47";24,7979066;59,4433663;"route";"geometric_center";"narva maantee, 10127 tallinn, estonia";59,44698;59,4394982;24,8161965;24,7800058;"narva road, 10127 tallinn, estonia"
"48";24,9191802;60,1713183;"street_address";"range_interpolated";"arkadiagatan 100, 00100 helsingfors, finland";60,1726672802915;60,1699693197085;24,9205291802915;24,9178312197085;"arkadiankatu, 100 helsinki, finland"
"49";24,7437712;59,4354437;"route";"geometric_center";"harju, 10130 tallinn, estonia";59,4366352302915;59,4339372697085;24,7454712302915;24,7427732697085;"harju, 10130 tallinn, estonia"
"50";24,7742491;59,4388721;"route";"geometric_center";"narva maantee, 10120 tallinn, estonia";59,4401285302915;59,4374305697085;24,7826285;24,7648521;"narva maantee, 10120 tallinn, estonia"
"51";27,4455462;57,8110613;"postal_code";"approximate";"65301 võru county, estonia";57,82096;57,8030681;27,462792;27,4311792;"obinitsa village, setomaa municipality, 65301 võru county, estonia"
"52";18,0682243;59,3160903;"street_address";"rooftop";"högbergsgatan 44, 118 26 stockholm, sweden";59,3174392802915;59,3147413197085;18,0695732802915;18,0668753197085;"högbergsgatan 44, 10264 stockholm, sweden"
"53";24,9304862;60,1618447;"street_address";"range_interpolated";"bulevardi 100, 00180 helsinki, finland";60,1631936802915;60,1604957197085;24,9318351802915;24,9291372197085;"bulevardi, 100 helsinki, finland"
"54";24,7536557;59,4305675;"route";"geometric_center";"kaupmehe, 10114 tallinn, estonia";59,4317353802915;59,4290374197085;24,7550428302915;24,7523448697085;"kaupmehe, 10114 tallinn, estonia"
"55";24,8021787;59,4219613;"route";"geometric_center";"lõõtsa, 11415 tallinn, estonia";59,4231512;59,4203464;24,8035612302915;24,8008632697085;"lõõtsa, 11415 tallinn, estonia"
"56";24,8583609;59,4887387;"route";"geometric_center";"kastevarre tee, 11912 tallinn, estonia";59,488757;59,4857704;24,8586411802915;24,8559432197085;"kastevarre tee, 11912 tallinn, estonia"
"57";24,9282564;60,1973215;"route";"geometric_center";"estersporten, 00240 helsingfors, finland";60,1986820302915;60,1959840697085;24,9292587302915;24,9265607697085;"esterinportti, 240 helsinki, finland"
"58";13,3792335;49,7433857;"route";"geometric_center";"americká, 301 00 plzen 3, czechia";49,7447544802915;49,7420565197085;13,3869154;13,3716802;"americká, 30100 plzen, czech republic"
"59";13,5484203;48,8055744;"route";"geometric_center";"kolpingstraße, 94078 freyung, germany";48,8070588802915;48,8043609197085;13,5497139802915;13,5470160197085;"kolpingstraße, 94078 freyung, germany"
"60";11,7396037;48,146953;"route";"geometric_center";"hohenlindner str., 85622 feldkirchen, germany";48,1487217;48,144508;11,7501265;11,7290228;"hohenlindner straße, 85622 feldkirchen, germany"
"61";13,402576;49,7320376;"route";"geometric_center";"koterovská, 326 00 plzen 2-slovany, czechia";49,7424756;49,7204048;13,4185476;13,386181;"koterovská, 326 00 plzen, czech republic"
"62";12,1209355;50,1909973;"route";"geometric_center";"ringstraße, 95100 selb, germany";50,1921197802915;50,1894218197085;12,1217738302915;12,1190758697085;"ringstr., d - 95100 selb, germany"
"63";12,0935451;50,0028018;"route";"geometric_center";"fikentscherstraße, 95615 marktredwitz, germany";50,0045907;50,0013897;12,0952133;12,0902174;"fikentscherstraße, 95615 marktredwitz, germany"
"64";13,339197;49,7234592;"route";"geometric_center";"univerzitní, plzen 3, czechia";49,7264357;49,7205751;13,3565431;13,324168;"univerzitní, 306 14 plzen, czech republic"
"65";13,5554217;49,1440468;"route";"geometric_center";"námestí, 341 92 kašperské hory, czechia";49,1452391302915;49,1425411697085;13,5567627802915;13,5540648197085;"námestí, 341 92 kašperské hory, czech republic"
"66";13,5897918;49,0202194;"postal_code";"approximate";"384 93 kvilda, czechia";49,0510591;48,9759232;13,6266334;13,5363203;"kvilda, 384 93 kvilda, czech republic"
"67";14,3019752;48,2765681;"route";"geometric_center";"muldenstraße, 4020 linz, austria";48,2803552;48,2714347;14,3128586;14,2922497;"muldenstraße, 4020 linz, austria"
"68";4,6860098;51,0658044;"street_address";"rooftop";"peredreef 5, 2220 putte, belgium";51,0671533802915;51,0644554197085;4,6873587802915;4,6846608197085;"peredreef 5, 2580 putte, belgium"
"69";4,3561929;50,8591472;"street_address";"rooftop";"koning albert ii laan 20, 1000 brussel, belgium";50,8604961802915;50,8577982197085;4,3575418802915;4,3548439197085;"k. albert ii-laan 20, 1000 brussel, belgium"
"70";3,2304776;50,8063775;"establishment";"geometric_center";"van belleghemdreef 6, 8510 kortrijk, belgium";50,8078710302915;50,8051730697085;3,2319315302915;3,2292335697085;"van belleghemdreef 6, 8510 marke, belgium"
"71";3,527169;50,9433752;"street_address";"rooftop";"karreweg 6, 9770 kruisem, belgium";50,9447241802915;50,9420262197085;3,5285179802915;3,5258200197085;"karreweg 6, 9770 kruishoutem, belgium"
"72";3,7280532;51,0472812;"street_address";"rooftop";"sint-pietersnieuwstraat 25, 9000 gent, belgium";51,0486301802915;51,0459322197085;3,7294021802915;3,7267042197085;"sint-pietersnieuwstraat 25, 9000 gent, belgium"
"73";5,6864017;50,8471422;"establishment";"rooftop";"minderbroedersberg 4-6, 6211 lk maastricht, netherlands";50,8484911802915;50,8457932197085;5,6877506802915;5,6850527197085;"po box 616, 6200 md maastricht, netherlands"
"74";5,45366;51,411535;"establishment";"rooftop";"high tech campus 21, 5656 ae eindhoven, netherlands";51,4128839802915;51,4101860197085;5,4550089802915;5,4523110197085;"high tech campus 21, 5656ae eindhoven, netherlands"
"75";4,9820185;50,7949294;"street_address";"rooftop";"schoolpad 43, 3300 hakendover, belgium";50,7962783802915;50,7935804197085;4,9833674802915;4,9806695197085;"schoolpad 43, 3300 tienen, belgium"
"76";22,4886376;56,6651163;"route";"geometric_center";"avotu iela, saldus, saldus pilseta, lv-3801, latvia";56,6676753;56,6631735;22,4905773;22,4844491;"avotu, lv-3801 saldus, latvia"
"77";25,3489711;58,1260564;"route";"geometric_center";"pärnu maantee, abja-paluoja, 69403 viljandi maakond, estonia";58,1273642802915;58,1246663197085;25,3589993;25,3395672;"pärnu mnt, 69403 abja, estonia"
"78";27,010576;57,8909707;"route";"geometric_center";"kooli tee, väimela, 65566 võru maakond, estonia";57,8921954802915;57,8894975197085;27,012581;27,009047;"kooli tee, 65566 võru vald, väimela, estonia"
"79";26,6870287;58,3574656;"route";"geometric_center";"riia, 51014 tartu, estonia";58,3587530302915;58,3560550697085;26,6893621;26,6850604;"riia str, 51014 tartu, estonia"
"80";24,2323499;56,95903;"route";"geometric_center";"bikernieku iela, riga, latvia";56,9736552;56,9560898;24,3068316;24,167774;"bikernieku, lv-1079 riga, latvia"
"81";26,7262843;58,3747252;"route";"geometric_center";"lille, 51010 tartu, estonia";58,3761589802915;58,3734610197085;26,7285232;26,7250582;"lille, 51010 tartu, estonia"
"82";24,6217744;58,3464953;"route";"geometric_center";"jõekalda tee, 86604 pärnu maakond, estonia";58,3551518;58,3386121;24,6241182;24,6150248;"jõekalda tee, 86604 pärnu maakond, estonia"
"83";26,6988057;58,4068692;"route";"geometric_center";"lootsi, 51017 tartu, estonia";58,4081674302915;58,4054694697085;26,7026245;26,695119;"lootsi tn, 51017 tartu, estonia"
"84";10,1406978;54,3298132;"premise";"rooftop";"arnold-heller-straße 3, 24105 kiel, germany";54,3310777302915;54,3283797697085;10,1420713302915;10,1393733697085;"arnold-heller-str 3, 24105 kiel, germany"
"85";11,7536539;55,232427;"street_address";"rooftop";"rådmandshaven 20, 4700 næstved, denmark";55,2337759802915;55,2310780197085;11,7550028802915;11,7523049197085;"rådmandshaven 20, 4700 næstved, denmark"
"86";9,4827536;55,4870191;"establishment";"rooftop";"universitetsparken 1, 6000 kolding, denmark";55,4883680802915;55,4856701197085;9,4841025802915;9,4814046197085;"universitetsparken 1, 6000 kolding, denmark"
"87";11,7593622;55,2371405;"street_address";"rooftop";"ringstedgade 61, 4700 næstved, denmark";55,2384894802915;55,2357915197085;11,7607111802915;11,7580132197085;"ringstedgade 61, 4700 næstved, denmark"
"88";10,703648;53,8342754;"premise";"rooftop";"gebäude 64, ratzeburger allee 160, 23562 lübeck, germany";53,8354377802915;53,8327398197085;10,7050664802915;10,7023685197085;"ratzeburger allee 160, 23538 lübeck, germany"
"89";10,6256284;55,0607161;"street_address";"rooftop";"abildvej 5a, 5700 svendborg, denmark";55,0620650802915;55,0593671197085;10,6269773802915;10,6242794197085;"abildvej  5a, 5700 svendborg, denmark"
"90";22,9429537;40,634362;"street_address";"rooftop";"aristotelous 16, thessaloniki 546 23, greece";40,6357109802915;40,6330130197085;22,9443026802915;22,9416047197085;"16 aristotelous str., p.c. 54623, thessaloniki, na thessaloniki, greece"
"91";33,3346999;35,1385945;"street_address";"rooftop";"e902 165, strovolos, cyprus";35,1399434802915;35,1372455197085;33,3360488802915;33,3333509197085;"165 strovolou aven., 2048 nicosia, cyprus"
"92";20,7885146;48,1203105;"establishment";"rooftop";"miskolc, szentpéteri kapu 72-76, 3526 hungary";48,1216594802915;48,1189615197085;20,7898635802915;20,7871656197085;"szentpéteri kapu 72.-76., 3526 miskolc, hungary"
"93";19,032691;47,5059693;"street_address";"rooftop";"budapest, szabó ilonka u. 22, 1015 hungary";47,5073182802915;47,5046203197085;19,0340399802915;19,0313420197085;"szabó ilonka utca 22., 1015 budapest, hungary"
"94";19,0315808;47,5110071;"subpremise";"rooftop";"budapest, em./5., 1024, margit krt. 47-49, 1024 hungary";47,5123560802915;47,5096581197085;19,0329297802915;19,0302318197085;"margit körút 47-49. vi.em./5., 1024 budapest, hungary"
"95";17,1112952;48,1431581;"street_address";"rooftop";"gorkého 202/9, 811 01 bratislava, slovakia";48,1445070802915;48,1418091197085;17,1126441802915;17,1099462197085;"gorkého 9, 81603 bratislava, slovakia"
"96";21,6569745;48,3976689;"street_address";"rooftop";"sátoraljaújhely, szinház köz 4, 3980 hungary";48,3990178802915;48,3963199197085;21,6583234802915;21,6556255197085;"színház köz 4., 3980 sátoraljaújhely, hungary"
"97";19,0455991;47,5070738;"premise";"rooftop";"budapest, kossuth lajos tér 1-3, 1055 hungary";47,5085029802915;47,5058050197085;19,0472873302915;19,0445893697085;"kossuth lajos tér 1-3., 1055 budapest, hungary"
"98";20,7840652;48,0824254;"establishment";"rooftop";"miskolc, testvérvárosok útja 8, 3529 hungary";48,0837671302915;48,0810691697085;20,7854834302915;20,7827854697085;"testvérvárosok útja 8. 9/1., 3529 miskolc, hungary"
"99";21,7222135;47,9541222;"street_address";"rooftop";"nyíregyháza, kálmán u. 1, 4400 hungary";47,9554711802915;47,9527732197085;21,7235624802915;21,7208645197085;"kálmán utca 1., 4400 nyíregyháza, hungary"
"100";20,796004;48,153816;"street_address";"rooftop";"szirmabesenyo, kossuth u. 5, 3711 hungary";48,1551649802915;48,1524670197085;20,7973529802915;20,7946550197085;"kossuth u.5, 3711 szirmabesenyo, hungary"
"101";19,8029769;48,101189;"street_address";"range_interpolated";"salgótarján, úttörok út 6, 3100 hungary";48,1025379802915;48,0998400197085;19,8043258802915;19,8016279197085;"úttörok útja 6., 3100 salgótarján, hungary"
"102";18,3968518;47,5859045;"street_address";"rooftop";"tatabánya, fo tér 4, 2800 hungary";47,5872534802915;47,5845555197085;18,3982007802915;18,3955028197085;"fö tér 4., 2800 tatabánya, hungary"
"103";17,8709525;47,8089671;"street_address";"range_interpolated";"hlavná 196, 946 14 zemianska olca, slovakia";47,8103160802915;47,8076181197085;17,8723014802915;17,8696035197085;"hlavná 196, 94621 velké kosihy, slovakia"
"104";12,3033214;46,2539758;"route";"geometric_center";"zona industriale villanova, 32013 longarone bl, italy";46,2604925;46,2479101;12,307174;12,2955878;"zona industriale villanova, 32013 longarone (belluno), italy"
"105";11,3559902;47,2561431;"street_address";"rooftop";"fürstenweg 185, 6020 innsbruck, austria";47,2574920802915;47,2547941197085;11,3573391802915;11,3546412197085;"fürstenweg 185, 6020 innsbruck, austria"
"106";14,3136773;46,6243267;"route";"geometric_center";"völkermarkter ring, 9020 klagenfurt am wörthersee, austria";46,6278751;46,6202497;14,3153043;14,3125045;"völkermarkterring, 9020 klagenfurt, austria"
"107";11,4077533;47,2731403;"route";"geometric_center";"ing.-etzel-straße, 6020 innsbruck, austria";47,2789128;47,2662757;11,4159406;11,4012913;"ing. etzel straße, 6020 innsbruck, austria"
"108";11,3568535;45,7130477;"route";"geometric_center";"via fratelli pasini, 36015 schio vi, italy";45,7139263302915;45,7112283697085;11,3578395802915;11,3551416197085;"via pasini, 36015 schio, italy"
"109";7,5544395;43,7846762;"street_address";"rooftop";"corso montecarlo, 43, 18039 latte im, italy";43,7860251802915;43,7833272197085;7,5557884802915;7,5530905197085;"corso montecarlo 43, 18039 ventimiglia, italy"
"110";7,6640824;45,0152311;"street_address";"rooftop";"via praciosa, 11, 10024 moncalieri to, italy";45,0165800802915;45,0138821197085;7,6654313802915;7,6627334197085;"via praciosa 11, 10024 moncalieri, italy"
"111";7,4877278;44,6453084;"street_address";"rooftop";"via macallè, 9, 12037 saluzzo cn, italy";44,6466573802915;44,6439594197085;7,4890767802915;7,4863788197085;"via macallé 9 italie piemonte cuneo, 12037 saluzzo, italy"
"112";7,5447794;44,3892003;"street_address";"range_interpolated";"via vittorio amedeo secondo, 8, 12100 cuneo cn, italy";44,3905492802915;44,3878513197085;7,5461283802915;7,5434304197085;"via vittorio amedeo ii, 8 a, 12100 cuneo, italy"
"113";6,7119201;45,8920719;"street_address";"rooftop";"50 avenue du mont d'arbois, 74170 saint-gervais-les-bains, france";45,8934208802915;45,8907229197085;6,7132690802915;6,7105711197085;"50, avenue du mont d'arbois, 74170 saint-gervais-les-bains, france"
"114";7,322379;45,736849;"street_address";"rooftop";"via carlo promis, 2, 11100 aosta ao, italy";45,7381979802915;45,7355000197085;7,3237279802915;7,3210300197085;"via promis 2a, 11100 aosta, italy"
"115";7,5514601;44,3932236;"street_address";"rooftop";"via roma, 28, 12100 cuneo cn, italy";44,3945725802915;44,3918746197085;7,5528090802915;7,5501111197085;"via roma 28, 12100 cuneo, italy"
"116";7,6596554;45,0889028;"street_address";"rooftop";"corso svizzera, 164, 10149 torino to, italy";45,0902517802915;45,0875538197085;7,6610043802915;7,6583064197085;"corso svizzera 164, 10149 turin, italy"
"117";7,6879068;45,0684896;"premise";"rooftop";"via giambattista bogino, 9, 10123 torino to, italy";45,0698235802915;45,0671256197085;7,6892704302915;7,6865724697085;"via bogino 9, 10123 turin, italy"
"118";7,3544362;45,7417377;"street_address";"rooftop";"località grande charriere, 44, 11020 chef-lieu, aosta ao, italy";45,7430866802915;45,7403887197085;7,3557851802915;7,3530872197085;"località grande charrière, 44, 11020 saint-christophe, italy"
"119";7,655017;45,029318;"street_address";"rooftop";"via pio vii, 9, 10135 torino to, italy";45,0306669802915;45,0279690197085;7,6563659802915;7,6536680197085;"via pio vii, 9, 10135 turin, italy"
"120";7,3973776;44,2767935;"street_address";"rooftop";"piazza regina elena, 30, 12010 valdieri cn, italy";44,2781424802915;44,2754445197085;7,3987265802915;7,3960286197085;"piazza regina elena n. 30, 12010 valdieri, italy"
"121";7,3198978;45,7398036;"street_address";"range_interpolated";"via guido rey, 1, 11100 aosta ao, italy";45,7411525802915;45,7384546197085;7,3212467802915;7,3185488197085;"via guido rey 1, 11100 aosta, italy"
"122";7,2004274;43,6749292;"establishment";"rooftop";"147 bd du mercantour, 06200 nice, france";43,6762781802915;43,6735802197085;7,2017763802915;7,1990784197085;"147 bd du mercantour, 6201 nice, france"
"123";6,9634795;45,8205051;"street_address";"rooftop";"località villard de la palud, 1, 11013 courmayeur ao, italy";45,8218540802915;45,8191561197085;6,9648284802915;6,9621305197085;"località villard de la palud 1, 11013 courmayeur, italy"
"124";6,8733043;45,9254356;"establishment";"rooftop";"35 route du bouchet, 74400 chamonix-mont-blanc, france";45,9267845802915;45,9240866197085;6,8746532802915;6,8719553197085;"35 route du bouchet, 74401 chamonix mont-blanc, france"
"125";8,0173606;44,2045163;"route";"geometric_center";"via domenico carrara, 12075 garessio cn, italy";44,2058574302915;44,2031594697085;8,0186576302915;8,0159596697085;"piazza carrara italie piemonte cuneo, 12075 garessio, italy"
"126";5,9193207;45,5678029;"street_address";"rooftop";"5 place du palais de justice, 73000 chambéry, france";45,5691518802915;45,5664539197085;5,9206696802915;5,9179717197085;"5 bis place du palais de justice france rhône-alpes savoie, 73000 chambéry, france"
"127";8,9304203;44,4078693;"route";"geometric_center";"via s. lorenzo, 16123 genova ge, italy";44,4091688802915;44,4064709197085;8,9321237;8,9288464;"via san lorenzo, 16123 genova, italy"
"128";8,738635;41,919229;"locality";"approximate";"ajaccio, france";41,971571;41,873882;8,8261149;8,585567;", f-20189 ajaccio, france"
"129";9,113797;39,2186229;"postal_code";"approximate";"09124 cagliari, province of cagliari, italy";39,2244351;39,212244;9,119731;9,1080811;", 9124 cagliari, italy"
"130";8,8748765;44,4259391;"postal_code";"approximate";"16152 genoa, metropolitan city of genoa, italy";44,4378059;44,4052309;8,8905419;8,853873;", 16152 genova, italy"
"131";10,3133067;43,5798694;"postal_code";"approximate";"57123 livorno, province of livorno, italy";43,5936789;43,54121;10,3316669;10,2187731;", 57123 livorno, italy"
"132";7,184414;43,6751366;"postal_code";"approximate";"06700 st-laurent-du-var, france";43,7183945;43,6532788;7,2006592;7,1638246;", 6700 saint laurent du var, france"
"133";5,878219;43,102976;"locality";"approximate";"83500 la seyne-sur-mer, france";43,1216179;43,045824;5,91129;5,8464489;", 83500 la seyne-sur -mer, france"
"134";8,738635;41,919229;"locality";"approximate";"ajaccio, france";41,971571;41,873882;8,8261149;8,585567;", 20 304 ajaccio, france"
"135";12,5492451;43,069059;"locality";"approximate";"06083 bastia umbra, province of perugia, italy";43,0836859;43,0478969;12,5706962;12,4990818;", 20293 bastia, italy"
"136";8,9424741;44,4054129;"postal_code";"approximate";"16121 genoa, metropolitan city of genoa, italy";44,41012;44,400481;8,9480391;8,932646;", 16121 genova, italy"
"137";4,8836837;43,9169845;"street_address";"rooftop";"228 route de l'aérodrome, 84140 avignon, france";43,9183334802915;43,9156355197085;4,8850326802915;4,8823347197085;"228 route de l'aérodrome, 84914 avignon, france"
"138";8,9154351;44,5279654;"locality";"approximate";"16018 mignanego, metropolitan city of genoa, italy";44,5341119;44,5121557;8,9193998;8,9063854;", 16018 mignanego, italy"
"139";9,8278387;44,1114907;"postal_code";"approximate";"19124 la spezia, sp, italy";44,1184949;44,103345;9,840374;9,817163;", 19124 la spezia, italy"
"140";10,5026977;43,8429197;"locality";"approximate";"55100 lucca, province of lucca, italy";43,9307158;43,7687028;10,5595241;10,385155;", 55100 lucca, italy"
"141";11,2240441;43,8038139;"postal_code";"approximate";"50127 florence, metropolitan city of florence, italy";43,819984;43,785506;11,243741;11,19002;", 50127 firenze, italy"
"142";-77,6307018;39,2587484;"postal_code";"approximate";"lovettsville, va 20180, usa";39,3245578;39,207336;-77,546471;-77,71137;", 20180 ajaccio, france"
